fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.7147750533116387,0.7704523345073249,0.6846009369818893,0.7682818653042232,0.8196271750878089,0.7395833333333334,0
1,0.7946172726273375,0.8233315431435732,0.7783294670975832,0.8258967110939538,0.8611749885276572,0.8028169014084507,0
2,0.7909590871048356,0.8355897863351279,0.7652109442585633,0.8102613683602712,0.8406293809350874,0.7916666666666666,0
3,0.7947652891679795,0.8369082285797667,0.7822236114472139,0.8187979211339911,0.8449458920946721,0.8096885813148789,0
4,0.8208292133882706,0.8521549822247219,0.8026681703389779,0.837300390474337,0.8579177351673236,0.8245614035087719,0
0,0.78527425333002,0.8398577453203148,0.7559738857875504,0.8168426025737824,0.857765419519112,0.7902097902097902,1
1,0.7379490769941209,0.7503972677885722,0.73614887527931,0.7817690084559474,0.7958487360431634,0.778169014084507,1
2,0.7977348586008526,0.85750583654719,0.7762531824436587,0.8129996609317979,0.8674291094931109,0.7874564459930313,1
3,0.7846065757400047,0.7778718200021459,0.8009443202300346,0.8141498599935357,0.8128855776647459,0.8216783216783217,1
4,0.7854012018229083,0.8213050177335891,0.7635851105416323,0.8023447289047253,0.8247307293699045,0.7938144329896907,1
0,0.773128398241447,0.8193448747020176,0.7508740730169301,0.7860997979460391,0.8226854156296666,0.7630662020905923,2
1,0.7919353361040415,0.8073513136096864,0.8015633220395125,0.8204766213452588,0.8213390486252414,0.8339100346020761,2
2,0.7223901113257608,0.7707149186096555,0.6936849669768925,0.772586704262819,0.818078131805582,0.7420494699646644,2
3,0.7978844181204897,0.826843994514802,0.7823671750379825,0.8218816220861076,0.8358175505050505,0.8159722222222222,2
4,0.766325998075421,0.8282605781853902,0.7437722043312105,0.792596984533182,0.8586652842236925,0.7630662020905923,2
0,0.7294054867631152,0.7218770111043616,0.7513710187519711,0.7781302880189674,0.7779013072642804,0.7938144329896907,3
1,0.7825612194559348,0.8430154252843328,0.7532886506178432,0.8134131571281631,0.8580837986233595,0.7852112676056338,3
2,0.8161343086104542,0.8361534099900413,0.8117876104418548,0.8207385335608492,0.8442739024805671,0.8105263157894737,3
3,0.7714048669046312,0.8128853833394422,0.7540774305060018,0.7914428235383544,0.8260885090701889,0.7735191637630662,3
4,0.7666087243300633,0.8062187831338969,0.7482500897614768,0.8067936715550834,0.845098778131652,0.7839721254355401,3
0,0.7815378190081297,0.8422884133410449,0.7662555583363038,0.816724398746139,0.8684891581652716,0.7972027972027972,4
1,0.812807330220427,0.8507398834673223,0.7869546740354194,0.8354504007134386,0.8748921155570772,0.8076923076923077,4
2,0.8258565945060642,0.8501726473656299,0.8153643270309936,0.8365789266544864,0.856080651422665,0.8257839721254355,4
3,0.7957174493014469,0.8492934783577498,0.78911872959492,0.8140438687087886,0.8640075574536317,0.7909407665505227,4
4,0.7572984824530538,0.7951817245934892,0.7316502855322731,0.7893173691680062,0.8376920442484167,0.7534722222222222,4
