fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.7550933603836635,0.8208887372932653,0.7145622455146265,0.770552879061804,0.8252759558254241,0.7361111111111112,0
1,0.78377732606456,0.8389100825515392,0.7647784781739233,0.8253938621461095,0.8892263712996935,0.7922535211267606,0
2,0.769518096224915,0.826466249799583,0.7328907512240844,0.7923672829770542,0.8386032113462669,0.7638888888888888,0
3,0.7770209006951848,0.8118295468107497,0.7590799400737289,0.8164407952933455,0.8498835796632191,0.7958477508650519,0
4,0.823410768194607,0.8950660450660453,0.7816590311000249,0.8634677460639257,0.8993673577884104,0.8385964912280702,0
0,0.8044703004570479,0.9051816789912027,0.7484499811207885,0.8368086143275568,0.9019609631497744,0.7972027972027972,1
1,0.7628221013295227,0.8361773940345368,0.7272670163974512,0.8061799303558962,0.8665107818628947,0.7711267605633803,1
2,0.8282348117431291,0.8925857312485648,0.783666650809508,0.8423244045534481,0.9050862189010644,0.7979094076655052,1
3,0.7770801641187965,0.8507354021639737,0.7543093943093944,0.8008462427576662,0.8462826567372022,0.7902097902097902,1
4,0.8186586416510395,0.86084920526097,0.8097684613523123,0.848910937709581,0.860284381184927,0.8556701030927835,1
0,0.819833084592352,0.8647706451001453,0.7851431901431902,0.8409140454514479,0.88992704912517,0.8013937282229965,2
1,0.7928954982648762,0.8532595766383075,0.7674839181982039,0.8193429744546337,0.8605479253019558,0.8027681660899654,2
2,0.7827327351264624,0.827683856669364,0.7540838587836517,0.8209235743548626,0.8555245304361913,0.7985865724381626,2
3,0.8016276910039467,0.8744601680691906,0.7709184615706354,0.8345825681837941,0.8814268790420107,0.8090277777777778,2
4,0.7816257940710669,0.8176451503246753,0.763377438066879,0.8294326828351016,0.8701322184207553,0.8013937282229965,2
0,0.7574013227819056,0.822644795810062,0.7234149624625816,0.811350096804806,0.8469920843480577,0.7903780068728522,3
1,0.766985989382863,0.8481110392875099,0.7199013765162834,0.8297407413621721,0.8990729823890553,0.7816901408450704,3
2,0.8131724219670108,0.8482108350586611,0.7995307257729617,0.8337164487003454,0.8754355453852022,0.8105263157894737,3
3,0.7805777077271971,0.8450945518165197,0.7455257969543683,0.8260599976216925,0.8925455449092218,0.7804878048780488,3
4,0.7927545486068601,0.8658694855687339,0.7610149539135047,0.8355798898095458,0.870094069388036,0.818815331010453,3
0,0.8110008077657886,0.9002746218584728,0.7669622605750971,0.8447403011612142,0.8959306503772907,0.8146853146853147,4
1,0.782507136108852,0.8255438890532057,0.7624029030550771,0.8363465840800277,0.8728646353646353,0.8181818181818182,4
2,0.7754854034910954,0.8394908794908795,0.7466705957182147,0.8107455611934669,0.8512516751541142,0.7874564459930313,4
3,0.8240536564918256,0.8507627293341581,0.8120449568068615,0.8421173201986298,0.8788399173416594,0.8222996515679443,4
4,0.7864485642005027,0.9102595385980479,0.7051145024747509,0.7996716630624195,0.9107946212905453,0.7256944444444444,4
