rep,f1,recall,precision,f1_pathway,recall_pathway,precision_pathway,f1_superclass,recall_superclass,precision_superclass,f1_class,recall_class,precision_class
0,0.8257381503257177,0.7978047962493446,0.8819254647762297,1.0,1.0,1.0,0.9027831715176143,0.876774012845841,0.9434516882219133,0.8160861202238748,0.7877257108719212,0.8744550158761915
1,0.8353708008585049,0.8057849968911799,0.8884623616500149,1.0,1.0,1.0,0.9037858777683108,0.8791801402992453,0.9401826575395069,0.8267089803162192,0.7963472594305013,0.8820793207261278
2,0.8328172481658467,0.8021969517103755,0.8885578673118717,1.0,1.0,1.0,0.9076095019913182,0.8855572217510769,0.9410490720831608,0.8234336193168896,0.7916409705871263,0.8820830798113267
3,0.8338252206349074,0.8054881888247524,0.8846253439466558,1.0,1.0,1.0,0.9058139119589116,0.8799134304173296,0.9427363457056365,0.8247808994315787,0.795919003543793,0.8775680119750332
4,0.8339220107715426,0.8094495597663822,0.8814296951727849,1.0,1.0,1.0,0.8982708779858781,0.878796429745886,0.9303225139476252,0.8257759461256299,0.8005299191289329,0.8754175993852414
