rep,f1,recall,precision
0,0.793842424539939,0.7692988587481101,0.8813669213555159
1,0.7933313822108022,0.7679767094426063,0.8806042382716809
2,0.797517856812737,0.7749458054152979,0.8723543419438425
3,0.7850422409115527,0.7596808485591661,0.87621537477113
4,0.7926028760699164,0.7668979660707473,0.8780787614827964
