rep,f1,recall,precision
0,0.8354902783129876,0.8026536240090238,0.8925439625441968
1,0.8301635652481252,0.8033512825707494,0.8838028868851844
2,0.8330487868269283,0.8086680783535155,0.8811850018989837
3,0.8287528221483617,0.8044726505809628,0.877943296180084
4,0.8279933928983585,0.7996227595943419,0.8828398841106079
