fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.5004410272267414,0.4965623714717918,0.5761526832955405,0.545364984143039,0.549810624639856,0.6209476309226932,0
1,0.45559861362026716,0.4472263861762911,0.5483220847394076,0.49213722769075563,0.4899338919084703,0.583941605839416,0
2,0.523713669195597,0.5127853627853627,0.6265060240963856,0.5632384810956239,0.5555446433265983,0.6616541353383458,0
3,0.5001799366252196,0.49674827264239035,0.5573333333333332,0.555182458412513,0.5581810727675165,0.6142131979695431,0
4,0.51266800563712,0.4966353821638816,0.626008064516129,0.5549660120867228,0.5471676498819176,0.6658227848101266,0
0,0.5073815917843406,0.5025177085149385,0.587815693078851,0.5488293482743501,0.5490847794520222,0.6293532338308457,1
1,0.48969244947437707,0.48376030027312883,0.5545634920634921,0.5356386147654287,0.5339737250334358,0.6,1
2,0.5161046593434687,0.49558836357377484,0.646414342629482,0.563589268166474,0.5468279900246812,0.69,1
3,0.4735108682167505,0.4691770647653,0.5594771241830065,0.5202180881449174,0.5243538169147925,0.6024390243902439,1
4,0.47573017058023115,0.4673083099906629,0.5706666666666667,0.5325448136644253,0.5353702040612682,0.6157760814249363,1
0,0.4825626866781915,0.4798794588428735,0.5563298490127757,0.527693980733257,0.5328821027332193,0.598014888337469,2
1,0.5073605358190338,0.49368622703602943,0.6235177865612648,0.5539309703543279,0.5516386492663865,0.6593673965936739,2
2,0.5688868436899933,0.5478590878011906,0.6774934383202099,0.5991515938351382,0.582814318055569,0.7063291139240506,2
3,0.48630735510987605,0.48036035775697433,0.587632275132275,0.5266568512054826,0.5341077640875713,0.6163366336633663,2
4,0.48934304561834924,0.48660832961857015,0.5597165991902834,0.5464764348485279,0.549892283157217,0.6201550387596899,2
0,0.5381820277761454,0.5289843970843972,0.636,0.5738866628919176,0.5714521968244053,0.6674937965260546,3
1,0.5098460823911488,0.49903295629102085,0.5827572964669738,0.551287454577215,0.5431110042221153,0.6271604938271605,3
2,0.48928225006161974,0.4848326026191639,0.5866271409749672,0.5413536114289591,0.5462332057245208,0.6277915632754343,3
3,0.4822212047510631,0.47685033266060983,0.5610889774236388,0.5348453552222118,0.5389681264474208,0.6055276381909548,3
4,0.49562754440955725,0.49833794535208,0.5489417989417988,0.5465273525574628,0.5545810426327359,0.6010230179028133,3
0,0.48900179969241314,0.4812397619877935,0.5803337082864641,0.5305012214942073,0.5301756230763863,0.6132315521628499,4
1,0.5077689656480383,0.4966602997288547,0.6044973544973544,0.5510468408169034,0.546446356458306,0.6460396039603961,4
2,0.4803759443718661,0.4804119508336375,0.574631860776439,0.5222452937000052,0.5407710437710437,0.6051282051282051,4
3,0.5193856565180095,0.5080449014622683,0.6108749055177626,0.5674467708331378,0.5637913109450111,0.6501240694789082,4
4,0.5097572417629116,0.49005765208902563,0.6251673360107095,0.5479904484509937,0.5352931081116316,0.6536585365853659,4
