fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.9089046306653366,0.9251064548478342,0.9051330282274022,0.9301165433079467,0.941354297116262,0.924433249370277,0
1,0.9154191042528034,0.9529706879141407,0.8909572496249386,0.925837706680582,0.9544216941323677,0.9037974683544304,0
2,0.9229259137672092,0.9391044300527059,0.9170520160084588,0.9374165923822827,0.9451780497983029,0.9341772151898734,0
3,0.8752686774439782,0.9226769251692708,0.8509809856529789,0.9206035748185414,0.9461683827146758,0.9088607594936708,0
4,0.9056739296703641,0.9483873565934431,0.8777408452864843,0.9184727931001447,0.9387136661028205,0.906801007556675,0
0,0.8977659948999936,0.9241038015069579,0.8881982472726574,0.9185494389336003,0.9328512639635725,0.9137055837563451,1
1,0.9397933201255518,0.9708788112946327,0.9172614983568461,0.9407296492155841,0.9546979635736151,0.9316455696202531,1
2,0.9434416137427416,0.9665384407506882,0.9265872883618889,0.9459203547924335,0.9672620249812618,0.9289340101522843,1
3,0.9010912579189817,0.9465974655758496,0.871220541910197,0.9227758825725945,0.9443451337983021,0.9081885856079405,1
4,0.9103695867867514,0.9556013158600322,0.8810267797336763,0.9304120218024059,0.9626169393730458,0.905852417302799,1
0,0.9161414182672701,0.9496013086530328,0.8937722745123923,0.9277486910040785,0.9543925218358468,0.906801007556675,2
1,0.9227494720944889,0.9506792058516197,0.9042155481810654,0.9238385900501844,0.9414575043362923,0.9141414141414141,2
2,0.8940143066431069,0.9221952301719992,0.8838013921952216,0.9271634303783945,0.9407660615655681,0.9213197969543148,2
3,0.9398483331176478,0.9661189704293152,0.9203362479384686,0.9570016490610822,0.9756813924949946,0.9420654911838791,2
4,0.9051485615925292,0.9408666609526141,0.8865464162352305,0.9186577164509091,0.9394459787707428,0.9063291139240506,2
0,0.8865852039052377,0.9129786255723288,0.8701448296275882,0.9277639598035156,0.9453721289689668,0.9166666666666666,3
1,0.9370633248582433,0.9733052005465799,0.9081043578321255,0.9376458729639106,0.9653015075376884,0.914572864321608,3
2,0.9151657758575711,0.9415201178132213,0.9018533610638875,0.9198464376097923,0.9415026131629186,0.905852417302799,3
3,0.9119453541560602,0.9400069040155247,0.8991996509237888,0.9378305756852343,0.9495366270934452,0.9318181818181818,3
4,0.9174937812032018,0.9437465790914067,0.9063606953430335,0.9476709414214748,0.9627034231200896,0.9393939393939394,3
0,0.8938749994964543,0.915730844356605,0.8954185461605125,0.9312002219035471,0.9481483182886586,0.9213197969543148,4
1,0.916075204438012,0.9846780445157728,0.8730934455072386,0.9391349916099863,0.9813157974922682,0.9090909090909091,4
2,0.9246069428833387,0.9616678818844966,0.9004054458682408,0.9280719517650302,0.9488670567237237,0.914572864321608,4
3,0.8974825248724845,0.9307309252966363,0.8749037698834858,0.9384321458435475,0.9609065256612948,0.9217171717171717,4
4,0.9313462600263256,0.9420898011161704,0.9272784173120591,0.9310942504082447,0.9404547710914055,0.9265822784810127,4
