ids,smiles,C00073,C00078,C00079,C00082,C00235,C00341,C00353,C00448,C01789,C03506,C00047,C00108,C00187,C00148,C00041,C00129,C00062,C01852,C00049,C00135,C00223,C00509,C00540,C01477,C05903,C05904,C05905,C05908,C09762,inchikey,inchikey_wo_last
C00002292,N1(C2(C(C(C(C1(C3(C2(O3)[H])[H])[H])([H])[H])(OC(=O)C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])([H])C(O[H])([H])[H])[H])([H])[H])[H])C([H])([H])[H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STECJAGHUSJQJN-UHFFFAOYSA-N,STECJAGHUSJQJN-UHFFFAOYSA-
C00051755,C12(CCC(C(C(C1)O)C(=O)OC)(N2C)[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIQNNBXHAYSQRY-UHFFFAOYSA-N,QIQNNBXHAYSQRY-UHFFFAOYSA-
C00051754,C12CCC(C(C(C1)O)C(=O)OC)N2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIQNNBXHAYSQRY-UHFFFAOYSA-N,QIQNNBXHAYSQRY-UHFFFAOYSA-
C00002285,N1(C2(C(C(C1(C(C(C2([H])[H])(OC(=O)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])(C(=O)OC([H])([H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,ZPUCINDJVBIVPJ-UHFFFAOYSA-
C00051761,N1C(N2C3(C(C1COC(N)=O)NC(=N3)N)C(CC2)(O)O)=N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RPQXVSUAYFXFJA-UHFFFAOYSA-N,RPQXVSUAYFXFJA-UHFFFAOYSA-
C00001400,N(C(=N[H])N(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QYPPJABKJHAVHS-UHFFFAOYSA-N,QYPPJABKJHAVHS-UHFFFAOYSA-
C00001404,N(C(=O)N(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANFYYGANIYHGI-UHFFFAOYSA-N,YANFYYGANIYHGI-UHFFFAOYSA-
C00001428,N(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KIDHWZJUCRJVML-UHFFFAOYSA-N,KIDHWZJUCRJVML-UHFFFAOYSA-
C00034611,C(N(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RMIVMBYMDISYFZ-UHFFFAOYSA-N,RMIVMBYMDISYFZ-UHFFFAOYSA-
C00034612,[N+]1(=C(C(C(C1([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FDWZAOGDOVQOLD-UHFFFAOYSA-N,FDWZAOGDOVQOLD-UHFFFAOYSA-
C00051748,NCCCCNCCCCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UODZHRGDSPLRMD-UHFFFAOYSA-N,UODZHRGDSPLRMD-UHFFFAOYSA-
C00002108,C12(C(=C(C(N2C(C(C1(O[H])[H])([H])[H])([H])[H])([H])[H])[H])C(O[H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HJSJELVDQOXCHO-UHFFFAOYSA-N,HJSJELVDQOXCHO-UHFFFAOYSA-
C00002116,C12(C3=C(C(N2C(C(C1(OC(C(C(C(C(C(OC3([H])[H])=O)(C([H])([H])[H])O[H])([H])C([H])([H])[H])([H])[H])=C([H])C([H])([H])[H])=O)[H])([H])[H])([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HKODIGSRFALUTA-UHFFFAOYSA-N,HKODIGSRFALUTA-UHFFFAOYSA-
C00007606,C1(C(=NC(C1([H])[H])([H])C(=O)O[H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWAKNKKXGALPNW-UHFFFAOYSA-N,DWAKNKKXGALPNW-UHFFFAOYSA-
C00051746,C(=NCC(O)=O)(N)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BPMFZUMJYQTVII-UHFFFAOYSA-N,BPMFZUMJYQTVII-UHFFFAOYSA-
C00051747,C1CC2CCC=C(C1N2)C(=O)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VVMQRZZXKNDPOT-UHFFFAOYSA-N,VVMQRZZXKNDPOT-UHFFFAOYSA-
C00002273,N1(C2(C(C(C(=C(C1(C(C2([H])[H])([H])[H])[H])C(=O)C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGNXVBOIDPPRJJ-UHFFFAOYSA-N,SGNXVBOIDPPRJJ-UHFFFAOYSA-
C00051745,C12(N(CCC1N)CCC2)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEZWZGLYKBFCQX-UHFFFAOYSA-N,NEZWZGLYKBFCQX-UHFFFAOYSA-
C00051744,C12(N(CCC1NC(=O)C)CCC2)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEAFEAVYMRMRKP-UHFFFAOYSA-N,SEAFEAVYMRMRKP-UHFFFAOYSA-
C00051756,C12(N3CC(C1NC(C)=O)([H])OC2(CC3)[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWGXNGORZPWYGZ-UHFFFAOYSA-N,BWGXNGORZPWYGZ-UHFFFAOYSA-
C00023613,O1C2(C3(N(C(C1(C3(N([H])[H])[H])[H])([H])[H])C(C2([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFXQTNEGHNRMN-UHFFFAOYSA-N,SOFXQTNEGHNRMN-UHFFFAOYSA-
C00023609,O1C2(C3(N(C(C1(C3(N(C([H])([H])[H])[H])[H])[H])([H])[H])C(C2([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMNROCQHKJDAQ-UHFFFAOYSA-N,OPMNROCQHKJDAQ-UHFFFAOYSA-
C00023612,O1C2(C3(N(C(C1(C3(N(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])C(C2([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIWXXQWEVIQSAB-UHFFFAOYSA-N,FIWXXQWEVIQSAB-UHFFFAOYSA-
C00023611,O1C2(C3(N(C(C1(C3(N(C([H])([H])[H])C(=O)C([H])([H])[H])[H])[H])([H])[H])C(C2([H])[H])([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YIZSKLHCDNIMHK-UHFFFAOYSA-N,YIZSKLHCDNIMHK-UHFFFAOYSA-
C00051757,C12(N3CC(C1N(C([H])=O)C)([H])OC2(CC3)[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHLKXYXFUCTURZ-UHFFFAOYSA-N,YHLKXYXFUCTURZ-UHFFFAOYSA-
C00051749,N12C(CCC1)=C(C(=C(C2=O)NC(=O)CC(C)C)C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRDXXSHSARGGCN-UHFFFAOYSA-N,DRDXXSHSARGGCN-UHFFFAOYSA-
C00051753,C=12N(C(C(=C(C1O)C)NC(=O)CCC(C)C)=O)CCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YAPYPRCFSPPLSE-UHFFFAOYSA-N,YAPYPRCFSPPLSE-UHFFFAOYSA-
C00051750,C12(N(C(=C(C1=O)C)NC(=O)CC(C)C)CCC2)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLSCDSCQUZWYJL-UHFFFAOYSA-N,PLSCDSCQUZWYJL-UHFFFAOYSA-
C00051751,C12(N(C(=C(C1=O)C)NC(=O)CCC(C)C)CCC2)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STVITZBETCSTPL-UHFFFAOYSA-N,STVITZBETCSTPL-UHFFFAOYSA-
C00051766,C=1C=CC2=C(C1CC=C(C)C)C(=CN2)CC(NC)C(=O)O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QQMWUGXCTSAHLX-UHFFFAOYSA-N,QQMWUGXCTSAHLX-UHFFFAOYSA-
C00052031,C12=C3C=CC=C1NC=C2CC4(C3=CC(CN4C)C(=O)NC(C)([H])C(=O)N5C(C(N6C(C5=O)(CCC6)[H])=O)(CC7=CC=CC=C7)[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIASNZIDGPIYBA-UHFFFAOYSA-N,LIASNZIDGPIYBA-UHFFFAOYSA-
C00001707,C1(=C(C(=C2C3=C1C(C(C(C3=C(N2[H])[H])([H])[H])([H])N(C([H])([H])[H])[H])(C(=C(C([H])([H])[H])C(O[H])([H])[H])[H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAHHMCVYMGARBT-UHFFFAOYSA-N,SAHHMCVYMGARBT-UHFFFAOYSA-
C00051768,C1=CC2=C3C(=C1)C(C(CC3=CN2)NC)C=C(C)C(=O)[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XFKPUSAZRRAPSC-UHFFFAOYSA-N,XFKPUSAZRRAPSC-UHFFFAOYSA-
C00011209,C1(=C2C3=C(C(=C1[H])[H])C4(C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C4([H])[H])(C([H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VLMZMRDOMOGGFA-UHFFFAOYSA-N,VLMZMRDOMOGGFA-UHFFFAOYSA-
C00011218,C1(=C2C3=C(C(=C1[H])[H])C4(C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C4([H])[H])(C([H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VLMZMRDOMOGGFA-UHFFFAOYSA-N,VLMZMRDOMOGGFA-UHFFFAOYSA-
C00001677,C12=C3C(=C(C(=C1[H])[H])[H])C4(C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(=C4[H])C([H])([H])[H])([H])[H])C([H])([H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XJOOMMHNYOJWCZ-UHFFFAOYSA-N,XJOOMMHNYOJWCZ-UHFFFAOYSA-
C00001717,C1(=C(C2(C(N(C1([H])[H])C([H])([H])[H])(C(C=3C=4C2=C(C(=C(C4N(C3[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])C(O[H])([H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAVNRFCJMIONPO-UHFFFAOYSA-N,DAVNRFCJMIONPO-UHFFFAOYSA-
C00051776,C1(=CC2(C(N(C1)C)(CC=3C4=C2C=CC=C4N(C3)[H])[H])[H])C(=O)O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RJNCJTROKRDRBW-UHFFFAOYSA-N,RJNCJTROKRDRBW-UHFFFAOYSA-
C00011248,C1(=C2C3=C(C(=C1[H])[H])C4(C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C4(O[H])[H])(C([H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUXRVSRUBIFVKE-UHFFFAOYSA-N,JUXRVSRUBIFVKE-UHFFFAOYSA-
C00011246,C1(=C2C3=C(C(=C1[H])[H])C4(C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C4(OC(=O)C([H])([H])[H])[H])([H])C([H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GJSSYQDXZLZOLR-UHFFFAOYSA-N,GJSSYQDXZLZOLR-UHFFFAOYSA-
C00011250,C1(=C2C3=C(C(=C1[H])[H])C4(C(C(C3=C(N2[H])C(C([H])([H])[H])(C(=C([H])[H])[H])C([H])([H])[H])([H])[H])(N(C(C(C4(OC(=O)C([H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OSICWVVWEXKSBD-UHFFFAOYSA-N,OSICWVVWEXKSBD-UHFFFAOYSA-
C00051765,C1(C(C2(C(N(C1)C)(CC=3C4=C2C=CC=C4NC3)[H])[H])O)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUXRVSRUBIFVKE-UHFFFAOYSA-N,JUXRVSRUBIFVKE-UHFFFAOYSA-
C00051764,C1(C(C2(C(N(C1)C)(CC=3C4=C2C=CC=C4NC3)[H])[H])OC(=O)C)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GJSSYQDXZLZOLR-UHFFFAOYSA-N,GJSSYQDXZLZOLR-UHFFFAOYSA-
C00051774,C1(CC2C(N(C1)C)(CC=3C4=C2C=CC=C4N(C3)[H])[H])(C(=O)O)[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORBSYPFBZQJNJE-UHFFFAOYSA-N,ORBSYPFBZQJNJE-UHFFFAOYSA-
C00001722,C1(C(=C2C(N(C1([H])[H])C([H])([H])[H])(C(C=3C=4C2=C(C(=C(C4N(C3[H])[H])[H])[H])[H])([H])[H])[H])[H])(C(N(C(C([H])([H])[H])([H])C(O[H])([H])[H])[H])=O)[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WVVSZNPYNCNODU-UHFFFAOYSA-N,WVVSZNPYNCNODU-UHFFFAOYSA-
C00051771,C1C(=CC2(C(N1C)(CC=3C4=C2C=CC=C4N(C3)[H])[H])[H])CO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAVNRFCJMIONPO-UHFFFAOYSA-N,DAVNRFCJMIONPO-UHFFFAOYSA-
C00051770,C1C(CC2(C(N1C)(CC=3C4=C2C=CC=C4N(C3)[H])[H])[H])(C(O)=O)[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORBSYPFBZQJNJE-UHFFFAOYSA-N,ORBSYPFBZQJNJE-UHFFFAOYSA-
C00051769,C12N(CCC1)C(C(N3C2(OC(C3=O)(C)NC(C4CC5C(N(C4)C)CC=6C7=C5C=CC=C7NC6)=O)O)CC(C)C)=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XWMMZDZUHSYSPU-UHFFFAOYSA-N,XWMMZDZUHSYSPU-UHFFFAOYSA-
C00011215,C1(=C2C3=C(C(=C1[H])[H])C=4C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C4[H])(C([H])([H])[H])O[H])([H])[H])C([H])([H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BGVUWLLRNRBDAY-UHFFFAOYSA-N,BGVUWLLRNRBDAY-UHFFFAOYSA-
C00011228,C1(=C2C3=C(C(=C1[H])[H])C=4C(C(C3=C(N2[H])[H])([H])[H])(N(C(C(C(=O)N(C5(OC6(N(C5=O)C(C(N7C6([H])C(C(C7([H])[H])([H])[H])([H])[H])=O)([H])C(C([H])([H])[H])(C([H])([H])[H])[H])O[H])C([H])([H])[H])[H])(C4[H])[H])([H])[H])C([H])([H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BGHDUTQZGWOQIA-UHFFFAOYSA-N,BGHDUTQZGWOQIA-UHFFFAOYSA-
C00039674,C1(=C2C(N(C(C1(C(=O)N(C(C([H])([H])[H])(O[H])[H])[H])[H])([H])[H])C([H])([H])[H])(C(C=3C4=C2C(=C(C(=C4N(C3[H])[H])[H])[H])[H])([H])[H])[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WYTJZJPVCDWOOI-UHFFFAOYSA-N,WYTJZJPVCDWOOI-UHFFFAOYSA-
C00051773,C1(=CC=CC2=C1C(=CN2)CC(N)C(=O)O)CC=C(C)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MZSPRSJAOSKAAT-UHFFFAOYSA-N,MZSPRSJAOSKAAT-UHFFFAOYSA-
C00052034,C1=CC=CC(=C1)N2CC[N+](CC2)(C)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MKGIQRNAGSSHRV-UHFFFAOYSA-N,MKGIQRNAGSSHRV-UHFFFAOYSA-
C00001724,C12(C3(N(C(C(N1C(C(C2([H])[H])([H])[H])([H])[H])=O)([H])C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])([H])[H])C(C(O3)(N(C(=O)C5(C(=C6C(N(C5([H])[H])C([H])([H])[H])(C(C=7C=8C6=C(C(=C(C8N(C7[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])C([H])([H])[H])=O)O[H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XCGSFFUVFURLIX-UHFFFAOYSA-N,XCGSFFUVFURLIX-UHFFFAOYSA-
C00001718,C1(C(=C2C(N(C1([H])[H])C([H])([H])[H])(C(C=3C=4C2=C(C(=C(C4N(C3[H])[H])[H])[H])[H])([H])[H])[H])[H])(C(N([H])[H])=O)[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GENAHGKEFJLNJB-UHFFFAOYSA-N,GENAHGKEFJLNJB-UHFFFAOYSA-
C00000908,C(C(=C(C(OP(OP(O[H])(=O)O[H])(=O)O[H])([H])[H])[H])C([H])([H])[H])(C(C(=C(C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OINNEUNVOZHBOX-UHFFFAOYSA-N,OINNEUNVOZHBOX-UHFFFAOYSA-
