fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.7775334673874629,0.8004151593160881,0.7659564368047531,0.8483002093133911,0.8791524387850651,0.828996282527881,0
1,0.7617062290740968,0.7954245645422114,0.7445371651582832,0.8288631843022829,0.8713807613707346,0.7992424242424242,0
2,0.7550906989990311,0.7895333414784217,0.7539052779155753,0.807389763953714,0.8258208318585677,0.8075471698113208,0
3,0.7732342520548373,0.8093563067367416,0.7712493955320042,0.8181667927704074,0.8379581489978105,0.8129770992366412,0
4,0.7396189339466542,0.751367702920498,0.7336372219912592,0.8100476945529093,0.8310027433066008,0.7969924812030075,0
0,0.7636199100867074,0.7949352464880415,0.7502350122847016,0.8096144159827267,0.8275738552912466,0.803030303030303,1
1,0.7916902650630467,0.7891900657428608,0.8165422332078103,0.8444510523850142,0.8540810237980049,0.8415094339622642,1
2,0.8129307583251791,0.8096990311276026,0.8355043204830718,0.8493844735584158,0.8603922100204628,0.8475836431226765,1
3,0.8018066866848464,0.8346115551115549,0.7904546709329316,0.8217836449158943,0.8642555416699904,0.7984790874524715,1
4,0.8268312247435043,0.8401833130637477,0.828396583711229,0.8477754614736767,0.8566279823539873,0.8490566037735849,1
0,0.7349716865528555,0.7736829997699564,0.7127159601987977,0.8130589416758494,0.8513660862354893,0.7873134328358209,2
1,0.7829328925661587,0.856448100269803,0.7522661507852747,0.8023286770803174,0.8352247737351741,0.7908745247148289,2
2,0.8231780496540895,0.8591088621523404,0.8147438250155641,0.8543015430334224,0.8849794504101313,0.8377358490566038,2
3,0.8192254007781957,0.8511167693412098,0.8041992387644561,0.8445687194038302,0.8684996652366443,0.8339622641509434,2
4,0.7833584405284663,0.810077380952381,0.7723831168831168,0.8403495060250828,0.8670750224618148,0.8264150943396227,2
0,0.7434671583547959,0.7389564563117194,0.7611598265070805,0.8062503128164126,0.8036290841544145,0.8164794007490637,3
1,0.797840883857501,0.8296194347224095,0.8002937282227901,0.8371772929754615,0.867845584915743,0.8257575757575758,3
2,0.8015910403424551,0.8136716683452769,0.8169611911946009,0.8199457455971958,0.8298139167371521,0.8277153558052435,3
3,0.7856123386788789,0.8236415949779122,0.7825541004888832,0.8131811056933334,0.8269098884836954,0.8188679245283019,3
4,0.7893601445865083,0.8026077097505668,0.7846875646238183,0.8541039585290817,0.8702064095600218,0.844106463878327,3
0,0.8052481074117492,0.7940810991018031,0.8314135025315149,0.8313220715278922,0.831044919750379,0.8383458646616542,4
1,0.7524342157882786,0.7824326258536786,0.7346834687052077,0.8000800742211386,0.8246200556587846,0.7849056603773585,4
2,0.8226062970795629,0.8773701459676861,0.8221624181183678,0.8404359474411823,0.8800642407842596,0.8326996197718631,4
3,0.8258241519203798,0.8640023556690224,0.8168301919527811,0.8352578351315103,0.8725804653436233,0.8195488721804511,4
4,0.8330764349729465,0.8589019005685672,0.8278005063719349,0.8426459908295095,0.8564510538194748,0.8458646616541353,4
