compound_id,smiles
CREATINE-P,C(C(=O)[O-])N(C)C(NP(=O)([O-])[O-])=[NH2+]
CPD-3061,C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C/C=C(/C=2)/O)))=3)/O)
CPD-15391,C3(\N=C1(C(/N=C\N1[C@H]2(C[C@@H]([C@H](O2)CO)OP([O-])([O-])=O))=C(N)\N=3))
CPD-7000,CC(C)C=O
PUROMYCIN,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@H]4(O[C@@H](CO)[C@H](NC(=O)C([NH3+])CC3(\C=C/C(/OC)=C\C=3))[C@H](O)4)))\N(C)C)
CPD-4579,CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](CO)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
CPD-7409,CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@@H](CC(/C)=2)O)
10-FORMYL-THF,C2([C@H](CN(C=O)C1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))NC3(\C(=O)NC(/N)=N/C(\N2)=3))
CPD-7062,C=CC4(\C(/C)=C3(\C=C6([C@@H](C)[C@H](CCC(=O)[O-])C(/C5(\[C@@H](C(OC)=O)C(=O)C1(\C(\NC(/C(\C)=1)=C/C2(/C(\CC)=C(C(\N=2)=C\C(\N3)=4)/C=O))=5)))=N\6)))
CPD-12397,CSCCCCCC(/SC[C@H]([NH3+])C(=O)NCC([O-])=O)=N\O
CPD-718,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPDQT-37,CSCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD-12898,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(C)=O
CPD-12102,CC(C)=CCC[C@](C)(O)[C@@H]1(CC[C@]6(C)([C@@H]1[C@H](O)C[C@H]5([C@@](C)(CC[C@H]2([C@](C)(CC[C@@H](C(C)(C)2)O[C@@H]4(O[C@H](CO)[C@H]([C@H](O)[C@@H](O[C@@H]3(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)3)O))4)O))5))6)))
CPD-8907,COC3(\C(\O)=C/C=C(C[C@@H]2([C@H](CO)[C@@H](C1(\C=C/C(/O)=C(/C=1)/OC))OC2))\C=3)
CPD-8632,C(O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C=C(C(\C(/C=C/C1(\C=C/C(/O)=C\C=1))=O)=C(/C=2)\O)\O))O3)
CPD-1861,C1(\NC2(/C=C\C=C/C(/C(\CC(/[S-])=N\O)=1)=2))
CPD-4621,C[C@@H](CCNC1(\C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))))CO[C@@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)
3-O-BETA-GLUCOSYL-2-OXINDOLE-3-ACETYL-,C(O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC1(C(=O)NC2(/C=C\C=C/C\1=2))CC(N[C@H](C(=O)[O-])CC([O-])=O)=O)O3)
CPD-7862,C(OC(CC(=O)[O-])=O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))
CPD-9739,C=C1(CC(CC(=O)C(=O)[O-])1)
ISOEUGENOL,C/C=C/C1(\C=C/C(/O)=C(C=1)/OC)
CPD-8231,CCCC/C=C/C=C/C=C\CCCCCCCC(=O)[O-]
4-AMINO-4-DEOXYCHORISMATE,C=C(C(=O)[O-])O[C@H]1([C@H]([NH3+])\C=C/C(/C([O-])=O)=C\1)
CPD-7291,C1([C@H](O)[C@@H](C([O-])=O)N1CC[C@H]([NH2+]CC[C@H](O)C(=O)[O-])C(=O)[O-])
CPD-19600,C(OP([O-])(=O)[O-])[C@H]([C@@H](O)[C@H](O)[C@@H](C([O-])=O)O)O
CPD-461,CC(C)=CCCC(/C)=C/COP([O-])(OP([O-])([O-])=O)=O
S-METHYL-L-CYSTEINE,CSC[C@@H](C([O-])=O)[NH3+]
CPD-10272,CC[C@H](C)[C@H](N(O)O)C([O-])=O
N-BROMOSUCCINIMIDE,C1(C(N(C(C1)=O)Br)=O)
CPD-9925,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(/C=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O))=O)COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
CPD0-1557,C(=O)(O)C(N)CC1(\C=C/C\C=C/1)
CPD-14047,CSCCCC[C@H](NO)C(=O)[O-]
--EPHEDRINE,C[C@H](NC)[C@H](O)C1(\C=C/C=C\C=1)
2K-ADIPATE,C(CC(=O)C(=O)[O-])CC(=O)[O-]
12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC,C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]5(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\O))=O)[C@@H](OC(=O)C3(\C=C(C(\O)=C(/C=3)\O)\O))[C@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\O)\O))5)OC(C6(\C=C(C(\O)=C(/C=6)\O)\O))=O)
CPD-14888,COC3(/C(C1(/OC2(\C(\C(=O)C(/OC)=1)=C(C(\OC)=C(/C=2)\OC)\O)))=C/C=C(C(\O)=3)/OC)
CPD-14961,COC4(\C=C/C(/C2(/OC3(\C(\C(=O)C(/O[C@@H]1(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)1)CO))=2)=C(/C=C(/C=3)/O)\O)))=C\C=4)
CPD-7415,CC(/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@H]2(C(/C)=C/[C@@H](CC(C)(C)2)O)
CPD-7149,C(OC(CC(=O)[O-])=O)[C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\O))C4(\C=C/C(/O)=C\C=4)))
CPD-18575,COC1(/C=C(/C=C(C(\O)=1)/O)/C2(\C=C/C=C\C=2))
MONO-VINYL-PROTOCHLOROPHYLLIDE-A,C=CC4(\C(/C)=C5(\C=C7(C(/C)=C(CCC(=O)[O-])/C(C6(/[C-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(CC)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))
CPD-8134,CC(C)[C@@H](C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-13908,C(S[Se]SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
CPD-7770,CC([C@@H](C(/N1(\C=N/C=N\1))=C\C2(\C=C/C(/Cl)=C\C=2))O)(C)C
CPD-7963,C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(\C(\O)=C(/C=C(/C=2)/C6(C(/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))=C\C7(\C(\O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)/C=C/C4(/C=C(C(/O)=C\C=4)/O))O5))=C/C(/[O-])=C\C(\[O+]=6)=7)))\O))
HEXANOYL-COA,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16764,COC2(/C3(/OC(\C1(/C=C\C(\O)=C/C=1))=C(C(=O)C(/C(/O)=C\C(\O)=2)=3)/[O-]))
CPD-14666,COC1(\C(\O)=C(/C=C(/C=1)/C2(\C=C/C=C\C=2))\OC)
CPD-8921,COC1(\C(\O)=C/C=C(/C=1)/[C@@H]4([C@H]5(CO[C@H](C3(\C=C2(C(/OCO2)=C\C=3)))[C@@H](CO4)5)))
QUINOLINATE,C1(\N=C(C(/C([O-])=O)=C\C=1)\C([O-])=O)
CPD-11523,CC\C=C/C[C@H]1([C@H](CCC(=O)1)CCC[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-])=O)
CPD-4285,COc1(cc(c(cc1)[C@H]3(\C=C2(\C=C/C(/C=C2/OC3)=O)))O).O
CPD-14912,C[C@@H]4([C@H](O)[C@@H](O)[C@@H](O)[C@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/O))=2)=C\C(\OC)=C(C(\O)=3)\OC)))O4)
CPD-8848,C=CC(CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)(C)O
CPD-6948,CC4(C[C@H]5(C2(\[C@]([C@@]1(CC[C@H]3(C(C)(C)[C@H](CC[C@]([C@H]1C\C=2)3C)O))C)(CC[C@@](C)(CC4)5)C)))C
CPD-6881,C2(\C=C/C(/C(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)=C\C=2)
CPD-12221,CBr
NIACINE,C1(\N=C/C(/C([O-])=O)=C\C=1)
CPD-12865,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](CO)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C
CPD-8087,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O
CPD-8680,CC\C=C/C\C=C/C=C/O/C=C/CCCCCCC([O-])=O
CPD-9138,CC1(/C(/[N+](=O)[O-])=C\C(\[N+](=O)[O-])=C/C(/[N+]([O-])=O)=1)
CPD-12908,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))=C
CPD-13670,C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(CO)C)C))=C/C(=O)5)C)C))C)O)C
CPD-15633,C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
GLUTARATE,C(CC([O-])=O)CC(=O)[O-]
CPD-9422,CCCC(CCCC=O)=O
CPD-7411,CC3(/C(/[O-])=C2([C@]1(C)(C(=O)C(C(C)=O)=C([O-])/C=C1/OC\2=C(C(/O)=3)/C(C)=O)))
CPD-6501,CC(OCC1(\C=C/C=C\C=1))=O
CPD-9481,CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O)C))C))C)C([O-])=O)C
CPD-17641,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
BETAINE,C[N+](C)(CC([O-])=O)C
CPD-22077,CC[C@@H](C([O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O
CPD-13226,CC(=O)N[C@@H]1([C@@H](O)[C@@H]([C@@H](CO)O[C@H]1O[C@H]4([C@H](O)[C@H]([C@H](O[C@H]2([C@H](O)[C@H]([C@@H](O[C@H](CO)2)OC3(\C=C/C(/[N+]([O-])=O)=C\C=3))NC(C)=O))O[C@H](CO)4)NC(C)=O))O)
CPD-8747,CC(C)=C1(CCC(\C)=C/CC\C=C(C)/C1)
CPD-12573,COC1(/C=C(/C=C(C(\OC)=1)/OC)/C2(/OC3(/C=C(/C=C(C(\C(=O)\C=2)=3)/O)/[O-])))
CPD-7024,C1(\C=C/C(=O)C(/O)=C\C=1)
1-O-SINAPOYL-BETA-D-GLUCOSE,COC2(\C(\O)=C(C=C(/C=C/C(=O)O[C@H]1([C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O))/C=2)\OC)
CPD-14447,C=C\C=C(C([O-])=O)/O
CPD-12901,CC(C)=CCCC(\C)=C/CCC(C)=O
CPD-9633,CC1(/C=C(C2(\C(=O)C3(/C(/O)=C(C(\OC)=C(C(\C(=O)C(/C(/O)=1)=2)=3)\OC)/OC)))/O)
CPD-8186,C1(\C2(\C=C/C(OC(/C=C(\C=1)/O)=2)=O))
IMP,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
CPD-12486,C(S(=O)C[C@H]([NH3+])C(=O)[O-])C1(\C=C/C=C\C=1)
INOSITOL-1-4-5-TRISPHOSPHATE,[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
CPD-15530,C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
CPD-4745,C=C([C@H]1(CC2([C@@H]([C@H]([C@@H](CC(CC1)=2)O)O)C)))C
CPD-19422,CN(CC1(\C=C/C(/O)=C(/C=1)/O))CCC2(\C=C/C(/O)=C\C=2)
CPD-7199,CC1(\C(C(CC(\C=1)O)(C)C)/C=C/C(=O)C)
CPD-7165,CCCCCC1(\C(\C([O-])=O)=C(/C=C(\C=1)/O)\O)
CPD-10411,C3(/C(/O)=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@@H](O)1)=C(/C=C(/C=2)/O)\O)))=3)/O)
CPD-8725,CC(C2(\C=C1(CCC3([C@@](C1=CC=2)(CCC[C@]3(C(=O)[O-])C)C))))C
CPD1F-115,CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1)
CPD-12447,C(O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C(\C(CCC1(\C=C/C(/O)=C\C=1))=O)=C(/C=C(/C=2)/[O-])\O))O3)
UREA,C(=O)(N)N
CPD-7995,CC(CC1([NH+](CCC1)C))=O
CPD-8092,CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C)=O
CPD-18857,CC(C)[C@H]1(/C=C/[C@@](C)(O)C[C@@H](O)/C=C(C)/CC/C=C(C)/CC1)
CPD-4662,C=C([C@H]2(C[C@@]1([C@@H]([C@@H](CCC/1=C\C2)O)C)C))C
CPD-14945,COC2(\C=C(C3(\C(=O)C(/OC)=C(C1(\C=C(C(\OC)=C(/C=1)\OC)\OC))\OC(/C=2)=3))\O)
VOMILENINE,C/C=C3([C@@H]2(C4([C@@H](OC(=O)C)C15(C6(\C(\N=C1\[C@H](C2)N([C@H](O)3)[C@H]4C5)=C/C=C\C=6)))))
ATPGAMMAS,C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP(=O)([O-])OP(=S)([O-])[O-])([O-])=O
CPD-6745,[C@@H]1(O)([C@@H](O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
CPD-597,C(CCCNC(N)=O)[NH3+]
CPD-21613,COC2(/C=C1(\C=C/C(OC\1=C(C(\O)=2)/O)=O))
CPD-5483,C1(\N=C(/C=C(\C=1)/NC(=O)NC2(\C=C(\C=C/C=2)\F))\Cl)
CPD-6886,C1(\C2(\C(=O)C3(/C(/OC(/C(/O)=C(\C=1)/O)=2)=C\C(\[O-])=C/C(/O)=3)))
CPD-3723,C(O)[C@H]1(O[C@H]([C@H](OP(=O)([O-])[O-])[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
CPD-13543,C[C@@]12(CCC[C@@](C1CC[C@@]34(C2CC[C@H](C3)C(/C([O-])=O)=C\4))(C)C([O-])=O)
CPD0-1308,C(NCC(=O)[O-])P(O)([O-])=O
CPD-4863,CC(C)[C@H](N(O)O)C([O-])=O
CPDQT-285,CSCCCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\O
CPD-28,CN1(C(\C=C/C1=O)=O)
CPD-8670,C(\C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=N\[C@@H](CC2(\C=C/C(/O)=C\C=2))C([O-])=O
CPD-1492,[Be+2]
CPD-261,C=C([C@H]1(CCC(/CO)=C\C1))C
CPD-9217,C[C@@H]1(C[NH+]2([C@H]3(C[C@@H]4([C@@](C)([C@@H]([C@H](C)[C@@H](CC1)2)3)CC[C@H]5([C@H]4C\C=C6(C[C@@H](O)CC[C@](C)56))))))
CPD-16701,CC1(/CC/C=C(C)/C[C@@H](O)[C@@H](C(C([O-])=O)=C)C/C=1)
2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI,C(=O)([O-])C(\C=C\C=O)=C(C([O-])=O)/N
CPD-8737,CC(C)=CCCC(C)=C1(CCC(/C)=C/C1)
CPD1F-2,CC\C=C/C[C@H]1(C(=O)CC[C@@H]1CC(OC)=O)
CPD-14770,CCC/C=C/C/C=C/C=C/C=N/NN=O
CPD-16766,CC2(\CC[C@H]3(C(C(=O)O[C@H]([C@H]1(O[C@@](C)1CC\C=2))3)=C))
CPD-3708,C1(\N(C2(\N=C(N)/NC(=O)C(\N=1)=2))[C@@H]3(O[C@H](CO)[C@@H](OP([O-])(=O)[O-])[C@@H](O)3))
CPD-12585,CC(C)=CCCC(\C)=C/CCC(\C)=C/C(=O)[O-]
CPD-3944,COC5(\C=C1(C(/[C@H]2(OC3(\C([C@@](O)(CO1)2)=CC4(\OCOC(/C=3)=4))))=C/C=5))
LOGANIN,C[C@H]1([C@@H](O)C[C@H]3([C@@H]1[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))O/C=C3/C(OC)=O))
CPD-7003,CC(C)=CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C
CPD-14650,CC(/C=C/C=O)=C\C=C\O
CPD-12192,CC\C=C/CC[C@@H](O)C\C=C/CCCCCCCC(=O)[O-]
CPD-7713,C[NH+]5(CC[C@@]12([C@@H]4(C(/OC)=C\C=C1\[C@@H](CC3(\C2=C(C(/O)=C\C=3)O4))5)))
5-HYDROXY-FERULIC-ACID,COC1(/C=C(/C=C/C([O-])=O)/C=C(C(\O)=1)/O)
CPD-12399,CSCCCCCCC(/SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)=N\O
AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE,C1(\N(/C=C(C(\C=1)=O)/[O-])C[C@H]([NH3+])C(=O)[O-])
SO3,[O-]S([O-])=O
+-epi-beta-santalene,CC(C)=CCCC1(C)(C(C2(CCC1C2))=C)
CPD-12520,C(OP([O-])(=O)NP([O-])([O-])=O)[C@H]1(O[C@H](C[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
CPD-19726,C3(\C(\C1(\OC2(\C=C(/C=C(C(\[C@@H](C(/O)=1)O)=2)/O)\O)))=C/C(/O)=C(\C=3)/O)
CDP-GROUP,C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP(OP([O-])(=O)O)([O-])=O
SUCCINATE-SEMIALDEHYDE-THIAMINE-PPI,c2(c(C[n+]1(c(c([sH]c1)CCOP(=O)(O)OP(OC(O)CCC(O)=O)(O)=O)C))c(N)nc(C)n2)
CPD-12830,CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O))C)C
UBIQUINONE-8,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(C(\OC)=C(C(=O)C(/C)=1)\OC)=O)
CPD-13829,C[C@@H]1([C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)
CPD-21254,C([O-])(=O)[C@@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
CPD-19122,CCCCCCCCCCCC(O[C@H]2([C@@H]([C@@H](CO)O[C@](O[C@H]1(O[C@H](CO)[C@@H](OC(=O)CC(C)C)[C@H](OC(=O)C(C)CC)[C@@H](O)1))(CO)2)O))=O
CPD-8906,COC1(\C(\O)=C/C=C(/C=1)/[C@@H]4(OC[C@H]3([C@H](C2(\C=C/C(/O)=C(/C=2)/OC))OC[C@H]34)))
CPD-9304,C/C=C/SO
CPD0-1035,C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/NO)=N\C2=3)))
BERBERINE,COC1(/C=C\C2(\C(\C(\OC)=1)=C/[N+]3(\CCC4(\C(\C(/C=2)=3)=C/C5(/OCOC(/C=4)=5)))))
13-HYDROXY-MAGNESIUM-PROTOPORP,C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/C(O)CC(=O)OC)=C(C)\C1(\N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
CPD-8001,C2(C1([NH2+]C(C(C(C1)O)O)(C2)O))
CPD-6122,C1(CC[NH2+]C2(CCCN12))
2-HYDROXY-4-CARBOXYPYRIMIDINE,C1(\N=C(/N=C(\C=1)/C([O-])=O)\O)
CPD-13227,CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@H]2([C@H](NC(C)=O)[C@@H](O)[C@@H]([C@@H](CO)O2)O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)CO)))
CPDQT-518,C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP(OP(OC[C@H](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)([O-])=O)([O-])=O
23-DIMERCAPTOPROPAN-1-OL,C(O)C(S)CS
NICOTINAMIDE_RIBOSE,C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)N))
CPD0-1583,CCC2(\C(/C1(\C=C/C(/Cl)=C\C=1))=C(N)/N=C(N)\[NH+]=2)
CPD-8234,CC(C)C1(CC[C@]2(C3([C@@H]1[C@@H]2C\C=C(C)/3))(C))
IDP,C(OP(=O)([O-])OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
CPD-13920,CC1(\[C@H]4(C[C@]3(\C=1)(CC[C@@H]2(C(C)(C)C[C@@H](O)C[C@](C)2[C@@H]3CC4))))
CPD-7200,CC1(\CC(CC(C(/C=C/C(=O)C)=1)(C)C)O)
CPD-8117,CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)[O-]
CPD-19179,C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4))))
CPD-17635,CC[C@@H](C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C([O-])=O
CPD-17263,CC\C=C/C\C=C/C\C=C/C\C=C/CCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17616,C1(OC2(\C(\O1)=C/C(/O)=C(/C=2)/C3(/COC4(\C(/C=3)=C/C=C(/C=4)/O))))
DIACETYL,CC(C(C)=O)=O
CPD-6364,C1(\C=C/C2(/OC(C(NC(/C=1)=2)=O)O))
CPD-3707,C4(\N=C3(C(/N=C\N([C@H]1([C@H]2([C@@H]([C@H](O1)CO)OP(O2)([O-])=O)))3)=C(N)\N=4))
CPD-12393,CSCCCCC(/SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)=N\O
CPD-7854,CC(/C=C/C=C(C)/C=C/C1(/C(C/C=C(C(/C)=1)/O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C/C=C(C(/C)=2)/O)(C)C)
F-,[F-]
CPD-10456,CC2(/C(/[N+](=O)[O-])=C\C(\NC1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C/C(/[N+]([O-])=O)=2)
CPD-13027,C1(\NC2(/C=C\C=C/C(/C(\C[C@H](N(O)O)C(=O)[O-])=1)=2))
CPD-9240,CC(C)=CCC[C@](O)([C@@H]1([C@@H]2([C@@](C)(CC1)[C@]3(C)(CC[C@H]4(C([C@@H](O)CC[C@](C)([C@@H](CC2)3)4)(C)C)))))C
MYRICETIN,C3(/C(/O)=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
CPD-14453,C1(OC2(/C=C(C(/O)=C\C(\C=C/1)=2)/OC))(=O)
CPD-4981,C[C@@H]1(CCC2(\C(/C)=C/OC(/C1)=2))
CPD-9539,COC3(/C=C\C(\C1(\C(=O)C2(\C(\O\C=1)=C/C(/O)=C\C=2)))=C/C(/O)=3)
CPD-7279,CC(\C=C\[C@@]12(C(C)(C)C[C@@H](C[C@@]1(C)O2)O))=C\C=O
PYRIDOXAMINE-5P,CC1(\C(\O)=C(C(/COP([O-])([O-])=O)=C\N=1)\C[NH3+])
CPD-1074,C(CC1(\C=C/C(/O)=C\C=1))#N
CPD-8268,CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)[O-])=O
CPD-16765,COC3(/C=C2(C(\C(=O)\C=C(C1(\C=C/C(/O)=C\C=1))/O2)=C(C(\OC)=3)\O))
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR,C([C@@H]2([C@@H](O)[C@@H](O)[C@H](NC1(/N=C(N)\NC(=O)C(/N)=1))O2))OP(=O)([O-])[O-]
