reaction_id,pathway_id,left,right
R04463,map00220,C04376,C00009
R04463,map00220,C04376,C04640
R04463,map00220,C04376,C00025
R04463,map00220,C00064,C00008
R04463,map00220,C00064,C00009
R04463,map00220,C00064,C04640
R04463,map00220,C00064,C00025
R04463,map00220,C00001,C00008
R04463,map00220,C00001,C00009
R04463,map00220,C00001,C04640
R04463,map00220,C00001,C00025
R00485,map00220,C00152,C00049
R00485,map00220,C00152,C00014
R00485,map00220,C00001,C00049
R00485,map00220,C00001,C00014
R01215,map00220,C00183,C00141
R01215,map00220,C00183,C00041
R01215,map00220,C00022,C00141
R01215,map00220,C00022,C00041
R00259,map00220,C00024,C00010
R00259,map00220,C00024,C00624
R00259,map00220,C00025,C00010
R00259,map00220,C00025,C00624
R00131,map00220,C00086,C00011
R00131,map00220,C00086,C00014
R00131,map00220,C00001,C00011
R00131,map00220,C00001,C00014
R00150,map00220,C00002,C00008
R00150,map00220,C00002,C00169
R00150,map00220,C00002,C00001
R00150,map00220,C00014,C00008
R00150,map00220,C00014,C00169
R00150,map00220,C00014,C00001
R00150,map00220,C00288,C00008
R00150,map00220,C00288,C00169
R00150,map00220,C00288,C00001
R00248,map00220,C00025,C00026
R00248,map00220,C00025,C00014
R00248,map00220,C00025,C00005
R00248,map00220,C00025,C00080
R00248,map00220,C00006,C00026
R00248,map00220,C00006,C00014
R00248,map00220,C00006,C00005
R00248,map00220,C00006,C00080
R00248,map00220,C00001,C00026
R00248,map00220,C00001,C00014
R00248,map00220,C00001,C00005
R00248,map00220,C00001,C00080
R10553,map00220,C05727,C05726
R10553,map00220,C05727,C00033
R10553,map00220,C00001,C05726
R10553,map00220,C00001,C00033
R09777,map00220,C19887,C19888
R09777,map00220,C19887,C00006
R09777,map00220,C19887,C00009
R09777,map00220,C00005,C19888
R09777,map00220,C00005,C00006
R09777,map00220,C00005,C00009
R09777,map00220,C00080,C19888
R09777,map00220,C00080,C00006
R09777,map00220,C00080,C00009
R00552,map00220,C00062,C00327
R00552,map00220,C00062,C00014
R00552,map00220,C00001,C00327
R00552,map00220,C00001,C00014
R09107,map00220,C15532,C00033
R09107,map00220,C15532,C00327
R09107,map00220,C00001,C00033
R09107,map00220,C00001,C00327
R04928,map00230,C00002,C00008
R04928,map00230,C00002,C05696
R04928,map00230,C05686,C00008
R04928,map00230,C05686,C05696
R00103,map00230,C00003,C00020
R00103,map00230,C00003,C00455
R00103,map00230,C00001,C00020
R00103,map00230,C00001,C00455
R13420,map00230,C00086,C00288
R13420,map00230,C00086,C00014
R13420,map00230,C00001,C00288
R13420,map00230,C00001,C00014
R01231,map00230,C00002,C00020
R01231,map00230,C00002,C00013
R01231,map00230,C00002,C00144
R01231,map00230,C00002,C00025
R01231,map00230,C00655,C00020
R01231,map00230,C00655,C00013
R01231,map00230,C00655,C00144
R01231,map00230,C00655,C00025
R01231,map00230,C00064,C00020
R01231,map00230,C00064,C00013
R01231,map00230,C00064,C00144
R01231,map00230,C00064,C00025
R01231,map00230,C00001,C00020
R01231,map00230,C00001,C00013
R01231,map00230,C00001,C00144
R01231,map00230,C00001,C00025
R02719,map00230,C00655,C01762
R02719,map00230,C00655,C00009
R02719,map00230,C00001,C01762
R02719,map00230,C00001,C00009
R01245,map00230,C00212,C00147
R01245,map00230,C00212,C00121
R01245,map00230,C00001,C00147
R01245,map00230,C00001,C00121
R02331,map00230,C00002,C00008
R02331,map00230,C00002,C00460
R02331,map00230,C01346,C00008
R02331,map00230,C01346,C00460
R11553,map00230,C00002,C00013
R11553,map00230,C00002,C00301
R11553,map00230,C00117,C00013
R11553,map00230,C00117,C00301
R01570,map00230,C00214,C00178
R01570,map00230,C00214,C00672
R01570,map00230,C00009,C00178
R01570,map00230,C00009,C00672
R00529,map00230,C00002,C00013
R00529,map00230,C00002,C00224
R00529,map00230,C00059,C00013
R00529,map00230,C00059,C00224
R00662,map00230,C00075,C00105
R00662,map00230,C00075,C00013
R00662,map00230,C00001,C00105
R00662,map00230,C00001,C00013
R05554,map00230,C02091,C00603
R05554,map00230,C02091,C00014
R05554,map00230,C00001,C00603
R05554,map00230,C00001,C00014
R01083,map00230,C03794,C00122
R01083,map00230,C03794,C00020
R01885,map00230,C00301,C00620
R01885,map00230,C00301,C00020
R01885,map00230,C00001,C00620
R01885,map00230,C00001,C00020
R02749,map00230,C00672,C00673
R01135,map00230,C00044,C00035
R01135,map00230,C00044,C00009
R01135,map00230,C00044,C03794
R01135,map00230,C00130,C00035
R01135,map00230,C00130,C00009
R01135,map00230,C00130,C03794
R01135,map00230,C00049,C00035
R01135,map00230,C00049,C00009
R01135,map00230,C00049,C03794
R00951,map00230,C00498,C00020
R00951,map00230,C00498,C00103
R00951,map00230,C00001,C00020
R00951,map00230,C00001,C00103
R10836,map00230,C00020,C00147
R10836,map00230,C00020,C01151
R10836,map00230,C00009,C00147
R10836,map00230,C00009,C01151
R07977,map00230,C13747,C16356
R07977,map00230,C13747,C00027
R07977,map00230,C00007,C16356
R07977,map00230,C00007,C00027
R07977,map00230,C00001,C16356
R07977,map00230,C00001,C00027
R01560,map00230,C00212,C00294
R01560,map00230,C00212,C00014
R01560,map00230,C00001,C00294
R01560,map00230,C00001,C00014
R03537,map00230,C02353,C01367
R03537,map00230,C00001,C01367
R00569,map00230,C00063,C00112
R00569,map00230,C00063,C00009
R00569,map00230,C00001,C00112
R00569,map00230,C00001,C00009
R00469,map00230,C00603,C00048
R00469,map00230,C00603,C00014
R00469,map00230,C00603,C00011
R00469,map00230,C00001,C00048
R00469,map00230,C00001,C00014
R00469,map00230,C00001,C00011
R12958,map00230,C06196,C05512
R12958,map00230,C06196,C00009
R12958,map00230,C00001,C05512
R12958,map00230,C00001,C00009
R00530,map00230,C00008,C00009
R00530,map00230,C00008,C00224
R00530,map00230,C00059,C00009
R00530,map00230,C00059,C00224
R02019,map00230,C00361,C00035
R02019,map00230,C00361,C00342
R02019,map00230,C00343,C00035
R02019,map00230,C00343,C00342
R02019,map00230,C00001,C00035
R02019,map00230,C00001,C00342
R00328,map00230,C00035,C00144
R00328,map00230,C00035,C00009
R00328,map00230,C00001,C00144
R00328,map00230,C00001,C00009
R08368,map00230,C15586,C15587
R08368,map00230,C15586,C00620
R08368,map00230,C00009,C15587
R08368,map00230,C00009,C00620
R00509,map00230,C00002,C00008
R00509,map00230,C00002,C00053
R00509,map00230,C00224,C00008
R00509,map00230,C00224,C00053
R01768,map00230,C00262,C00385
R01768,map00230,C00262,C00004
R01768,map00230,C00262,C00080
R01768,map00230,C00003,C00385
R01768,map00230,C00003,C00004
R01768,map00230,C00003,C00080
R01768,map00230,C00001,C00385
R01768,map00230,C00001,C00004
R01768,map00230,C00001,C00080
R02148,map00230,C06193,C00387
R02148,map00230,C06193,C00009
R02148,map00230,C00001,C00387
R02148,map00230,C00001,C00009
R00331,map00230,C00002,C00008
R00331,map00230,C00002,C00201
R00331,map00230,C00454,C00008
R00331,map00230,C00454,C00201
R00429,map00230,C00002,C00020
R00429,map00230,C00002,C04494
R00429,map00230,C00044,C00020
R00429,map00230,C00044,C04494
R01234,map00230,C00942,C00144
R01234,map00230,C00001,C00144
R12987,map00230,C00147,C22499
R12987,map00230,C00147,C00004
R12987,map00230,C00147,C00080
R12987,map00230,C00003,C22499
R12987,map00230,C00003,C00004
R12987,map00230,C00003,C00080
R12987,map00230,C00001,C22499
R12987,map00230,C00001,C00004
R12987,map00230,C00001,C00080
R02937,map00230,C00169,C00009
R02937,map00230,C00169,C00802
R02937,map00230,C01444,C00009
R02937,map00230,C01444,C00802
R01618,map00230,C00224,C00059
R01618,map00230,C00224,C01260
R01618,map00230,C00002,C00059
R01618,map00230,C00002,C01260
R11633,map00230,C00044,C00286
R11633,map00230,C00044,C00011
R11633,map00230,C00044,C00001
R11633,map00230,C00058,C00286
R11633,map00230,C00058,C00011
R11633,map00230,C00058,C00001
R12853,map00230,C22442,C22443
R12853,map00230,C22442,C00008
R12853,map00230,C00002,C22443
R12853,map00230,C00002,C00008
R10776,map00230,C00676,C02269
R10776,map00230,C00676,C00009
R10776,map00230,C00001,C02269
R10776,map00230,C00001,C00009
R00720,map00230,C00081,C00130
R00720,map00230,C00081,C00013
R00720,map00230,C00001,C00130
R00720,map00230,C00001,C00013
R01676,map00230,C00242,C00385
R01676,map00230,C00242,C00014
R01676,map00230,C00001,C00385
R01676,map00230,C00001,C00014
R02805,map00230,C04392,C00700
R02805,map00230,C04392,C00655
R02805,map00230,C00001,C00700
R02805,map00230,C00001,C00655
R11617,map00230,C01444,C00209
R11617,map00230,C01444,C00014
R11617,map00230,C00001,C00209
R11617,map00230,C00001,C00014
R01856,map00230,C00286,C00330
R01856,map00230,C00286,C00536
R01856,map00230,C00001,C00330
R01856,map00230,C00001,C00536
R02370,map00230,C05822,C00475
R02370,map00230,C05822,C00009
R02370,map00230,C00001,C00475
R02370,map00230,C00001,C00009
R01054,map00230,C00301,C00020
R01054,map00230,C00301,C00117
R01054,map00230,C00001,C00020
R01054,map00230,C00001,C00117
R00159,map00230,C00075,C00015
R00159,map00230,C00075,C00009
R00159,map00230,C00001,C00015
R00159,map00230,C00001,C00009
R08235,map00230,C02380,C16613
R08235,map00230,C02380,C00027
R08235,map00230,C00001,C16613
R08235,map00230,C00001,C00027
R08235,map00230,C00007,C16613
R08235,map00230,C00007,C00027
R12851,map00230,C22395,C22441
R12851,map00230,C22395,C00122
R02089,map00230,C00002,C00008
R02089,map00230,C00002,C00360
R02089,map00230,C00559,C00008
R02089,map00230,C00559,C00360
R06604,map00230,C12248,C02350
R06604,map00230,C12248,C00011
R01137,map00230,C00002,C00008
R01137,map00230,C00002,C00131
R01137,map00230,C00206,C00008
R01137,map00230,C00206,C00131
R03530,map00230,C00002,C00008
R03530,map00230,C00002,C01345
R03530,map00230,C01344,C00008
R03530,map00230,C01344,C01345
R02017,map00230,C00206,C00342
R02017,map00230,C00206,C00008
R02017,map00230,C00343,C00342
R02017,map00230,C00343,C00008
R02017,map00230,C00001,C00342
R02017,map00230,C00001,C00008
R12703,map00230,C00499,C02091
R12703,map00230,C00499,C00169
R12703,map00230,C00009,C02091
R12703,map00230,C00009,C00169
R10244,map00230,C20463,C15587
R10244,map00230,C20463,C00672
R10244,map00230,C00009,C15587
R10244,map00230,C00009,C00672
R02423,map00230,C00499,C02091
R02423,map00230,C00499,C00014
R02423,map00230,C00499,C00011
R02423,map00230,C00001,C02091
R02423,map00230,C00001,C00014
R02423,map00230,C00001,C00011
R07979,map00230,C16353,C16355
R07979,map00230,C16353,C00027
R07979,map00230,C00007,C16355
R07979,map00230,C00007,C00027
R07979,map00230,C00001,C16355
R07979,map00230,C00001,C00027
R01132,map00230,C00130,C00262
R01132,map00230,C00130,C00119
R01132,map00230,C00013,C00262
R01132,map00230,C00013,C00119
R00959,map00230,C00103,C00668
R03531,map00230,C01345,C06196
R03531,map00230,C01345,C00013
R03531,map00230,C00001,C06196
R03531,map00230,C00001,C00013
R01547,map00230,C00002,C00008
R01547,map00230,C00002,C00206
R01547,map00230,C00360,C00008
R01547,map00230,C00360,C00206
R02106,map00230,C00366,C11821
R02106,map00230,C00366,C00027
R02106,map00230,C00007,C11821
R02106,map00230,C00007,C00027
R02106,map00230,C00001,C11821
R02106,map00230,C00001,C00027
R11893,map00230,C21750,C21748
R11893,map00230,C21750,C00342
R11893,map00230,C00343,C21748
R11893,map00230,C00343,C00342
R11893,map00230,C00001,C21748
R11893,map00230,C00001,C00342
R01857,map00230,C00002,C00008
R01857,map00230,C00002,C00286
R01857,map00230,C00361,C00008
R01857,map00230,C00361,C00286
R02556,map00230,C00559,C05512
R02556,map00230,C00559,C00014
R02556,map00230,C00001,C05512
R02556,map00230,C00001,C00014
R12955,map00230,C00105,C00106
R12955,map00230,C00105,C00117
R12955,map00230,C00001,C00106
R12955,map00230,C00001,C00117
R00127,map00230,C00002,C00008
R00127,map00230,C00020,C00008
R12988,map00230,C22499,C22500
R12988,map00230,C22499,C00004
R12988,map00230,C22499,C00080
R12988,map00230,C00003,C22500
R12988,map00230,C00003,C00004
R12988,map00230,C00003,C00080
R12988,map00230,C00001,C22500
R12988,map00230,C00001,C00004
R12988,map00230,C00001,C00080
R04929,map00230,C00002,C00013
R04929,map00230,C00002,C05686
R04929,map00230,C05697,C00013
R04929,map00230,C05697,C05686
R00190,map00230,C00020,C00147
R00190,map00230,C00020,C00119
R00190,map00230,C00013,C00147
R00190,map00230,C00013,C00119
R00963,map00230,C00105,C00299
R00963,map00230,C00105,C00009
R00963,map00230,C00001,C00299
R00963,map00230,C00001,C00009
R08244,map00230,C16618,C16619
R08244,map00230,C16618,C00020
R08244,map00230,C16618,C00013
R08244,map00230,C16618,C00025
R08244,map00230,C00002,C16619
R08244,map00230,C00002,C00020
R08244,map00230,C00002,C00013
R08244,map00230,C00002,C00025
R08244,map00230,C00064,C16619
R08244,map00230,C00064,C00020
R08244,map00230,C00064,C00013
R08244,map00230,C00064,C00025
R08244,map00230,C00001,C16619
R08244,map00230,C00001,C00020
R08244,map00230,C00001,C00013
R08244,map00230,C00001,C00025
R02748,map00230,C05512,C00262
R02748,map00230,C05512,C00672
R02748,map00230,C00009,C00262
R02748,map00230,C00009,C00672
R00961,map00230,C00104,C00130
R00961,map00230,C00104,C00009
R00961,map00230,C00001,C00130
R00961,map00230,C00001,C00009
R01562,map00230,C01367,C00212
R01562,map00230,C01367,C00009
R01562,map00230,C00001,C00212
R01562,map00230,C00001,C00009
R03346,map00230,C01185,C05841
R03346,map00230,C01185,C00009
R03346,map00230,C00001,C05841
R03346,map00230,C00001,C00009
R02147,map00230,C00387,C00242
R02147,map00230,C00387,C00620
R02147,map00230,C00009,C00242
R02147,map00230,C00009,C00620
R04326,map00230,C03838,C04376
R04326,map00230,C03838,C00101
R04326,map00230,C00445,C04376
R04326,map00230,C00445,C00101
R04326,map00230,C00001,C04376
R04326,map00230,C00001,C00101
R00570,map00230,C00002,C00008
R00570,map00230,C00002,C00063
R00570,map00230,C00112,C00008
R00570,map00230,C00112,C00063
R02095,map00230,C00459,C00363
R02095,map00230,C00459,C00009
R02095,map00230,C00001,C00363
R02095,map00230,C00001,C00009
R01561,map00230,C00212,C00147
R01561,map00230,C00212,C00620
R01561,map00230,C00009,C00147
R01561,map00230,C00009,C00620
R00333,map00230,C00201,C00454
R00333,map00230,C00201,C00008
R00333,map00230,C00020,C00454
R00333,map00230,C00020,C00008
R01127,map00230,C00130,C04734
R01127,map00230,C00001,C04734
R02326,map00230,C00002,C00008
R02326,map00230,C00002,C00458
R02326,map00230,C00705,C00008
R02326,map00230,C00705,C00458
R00181,map00230,C00020,C00130
R00181,map00230,C00020,C00014
R00181,map00230,C00001,C00130
R00181,map00230,C00001,C00014
R01395,map00230,C00002,C00008
R01395,map00230,C00002,C00169
R01395,map00230,C01563,C00008
R01395,map00230,C01563,C00169
R00156,map00230,C00002,C00008
R00156,map00230,C00002,C00075
R00156,map00230,C00015,C00008
R00156,map00230,C00015,C00075
R04591,map00230,C00002,C00008
R04591,map00230,C00002,C00009
R04591,map00230,C00002,C04823
R04591,map00230,C04751,C00008
R04591,map00230,C04751,C00009
R04591,map00230,C04751,C04823
R04591,map00230,C00049,C00008
R04591,map00230,C00049,C00009
R04591,map00230,C00049,C04823
R05135,map00230,C06194,C06193
R05135,map00230,C00001,C06193
R01567,map00230,C00002,C00008
R01567,map00230,C00002,C00364
R01567,map00230,C00214,C00008
R01567,map00230,C00214,C00364
R02677,map00230,C06192,C00020
R02677,map00230,C06192,C00636
R02677,map00230,C00001,C00020
R02677,map00230,C00001,C00636
R08363,map00230,C04232,C03723
R08363,map00230,C04232,C16663
R08363,map00230,C16664,C03723
R08363,map00230,C16664,C16663
R08363,map00230,C00001,C03723
R08363,map00230,C00001,C16663
R01677,map00230,C00387,C00242
R01677,map00230,C00387,C00121
R01677,map00230,C00001,C00242
R01677,map00230,C00001,C00121
R06974,map00230,C00058,C00008
R06974,map00230,C00058,C00009
R06974,map00230,C00058,C04376
R06974,map00230,C00002,C00008
R06974,map00230,C00002,C00009
R06974,map00230,C00002,C04376
R06974,map00230,C03838,C00008
R06974,map00230,C03838,C00009
R06974,map00230,C03838,C04376
R07405,map00230,C15667,C04751
R00126,map00230,C00008,C00009
R00126,map00230,C00008,C01260
R00126,map00230,C00002,C00009
R00126,map00230,C00002,C01260
R02107,map00230,C00385,C00366
R02107,map00230,C00385,C00027
R02107,map00230,C00001,C00366
R02107,map00230,C00001,C00027
R02107,map00230,C00007,C00366
R02107,map00230,C00007,C00027
R02023,map00230,C00460,C00075
R02023,map00230,C00460,C00342
R02023,map00230,C00343,C00075
R02023,map00230,C00343,C00342
R02023,map00230,C00001,C00075
R02023,map00230,C00001,C00342
R01579,map00230,C00819,C00217
R01579,map00230,C00819,C00014
R01579,map00230,C00001,C00217
R01579,map00230,C00001,C00014
R09514,map00230,C00366,C11821
R09514,map00230,C00366,C00003
R09514,map00230,C00366,C00001
R09514,map00230,C00004,C11821
R09514,map00230,C00004,C00003
R09514,map00230,C00004,C00001
R09514,map00230,C00080,C11821
R09514,map00230,C00080,C00003
R09514,map00230,C00080,C00001
R09514,map00230,C00007,C11821
R09514,map00230,C00007,C00003
R09514,map00230,C00007,C00001
R00256,map00230,C00064,C00025
R00256,map00230,C00064,C00014
R00256,map00230,C00001,C00025
R00256,map00230,C00001,C00014
R03036,map00230,C00882,C01134
R03036,map00230,C00882,C00020
R03036,map00230,C00001,C01134
R03036,map00230,C00001,C00020
R08243,map00230,C16617,C04646
R08243,map00230,C16617,C00013
R08243,map00230,C00001,C04646
R08243,map00230,C00001,C00013
R01130,map00230,C00130,C00655
R01130,map00230,C00130,C00004
R01130,map00230,C00130,C00080
R01130,map00230,C00003,C00655
R01130,map00230,C00003,C00004
R01130,map00230,C00003,C00080
R01130,map00230,C00001,C00655
R01130,map00230,C00001,C00004
R01130,map00230,C00001,C00080
R00336,map00230,C01228,C00035
R00336,map00230,C01228,C00013
R00336,map00230,C00001,C00035
R00336,map00230,C00001,C00013
R04144,map00230,C00002,C00008
R04144,map00230,C00002,C00009
R04144,map00230,C00002,C03838
R04144,map00230,C03090,C00008
R04144,map00230,C03090,C00009
R04144,map00230,C03090,C03838
R04144,map00230,C00037,C00008
R04144,map00230,C00037,C00009
R04144,map00230,C00037,C03838
R00185,map00230,C00002,C00008
R00185,map00230,C00002,C00020
R00185,map00230,C00212,C00008
R00185,map00230,C00212,C00020
R00511,map00230,C00055,C00475
R00511,map00230,C00055,C00009
R00511,map00230,C00001,C00475
R00511,map00230,C00001,C00009
R01818,map00230,C00275,C00636
R02022,map00230,C00458,C00063
R02022,map00230,C00458,C00342
R02022,map00230,C00343,C00063
R02022,map00230,C00343,C00342
R02022,map00230,C00001,C00063
R02022,map00230,C00001,C00342
R00426,map00230,C00044,C00144
R00426,map00230,C00044,C00013
R00426,map00230,C00001,C00144
R00426,map00230,C00001,C00013
R01666,map00230,C00002,C00008
R01666,map00230,C00002,C00239
R01666,map00230,C00881,C00008
R01666,map00230,C00881,C00239
R08245,map00230,C07648,C16619
R08245,map00230,C07648,C00013
R08245,map00230,C00119,C16619
R08245,map00230,C00119,C00013
R01049,map00230,C00002,C00020
R01049,map00230,C00002,C00119
R01049,map00230,C00117,C00020
R01049,map00230,C00117,C00119
R01072,map00230,C03090,C00064
R01072,map00230,C03090,C00119
R01072,map00230,C03090,C00001
R01072,map00230,C00013,C00064
R01072,map00230,C00013,C00119
R01072,map00230,C00013,C00001
R01072,map00230,C00025,C00064
R01072,map00230,C00025,C00119
R01072,map00230,C00025,C00001
R04209,map00230,C04751,C03373
R04209,map00230,C04751,C00011
R06975,map00230,C00058,C00008
R06975,map00230,C00058,C00009
R06975,map00230,C00058,C04734
R06975,map00230,C00002,C00008
R06975,map00230,C00002,C00009
R06975,map00230,C00002,C04734
R06975,map00230,C04677,C00008
R06975,map00230,C04677,C00009
R06975,map00230,C04677,C04734
R02018,map00230,C01346,C00342
R02018,map00230,C01346,C00015
R02018,map00230,C00343,C00342
R02018,map00230,C00343,C00015
R02018,map00230,C00001,C00342
R02018,map00230,C00001,C00015
R02295,map00230,C05841,C00253
R02295,map00230,C05841,C00620
R02295,map00230,C05841,C00080
R02295,map00230,C00009,C00253
R02295,map00230,C00009,C00620
R02295,map00230,C00009,C00080
R06601,map00230,C11821,C12248
R06601,map00230,C00001,C12248
R02143,map00230,C01762,C00385
R02143,map00230,C01762,C00121
R02143,map00230,C00001,C00385
R02143,map00230,C00001,C00121
R00615,map00230,C00068,C01081
R00615,map00230,C00068,C00009
R00615,map00230,C00001,C01081
R00615,map00230,C00001,C00009
R01877,map00230,C01368,C00299
R01877,map00230,C01368,C00009
R01877,map00230,C00001,C00299
R01877,map00230,C00001,C00009
R01230,map00230,C00002,C00020
R01230,map00230,C00002,C00013
R01230,map00230,C00002,C00144
R01230,map00230,C00655,C00020
R01230,map00230,C00655,C00013
R01230,map00230,C00655,C00144
R01230,map00230,C00014,C00020
R01230,map00230,C00014,C00013
R01230,map00230,C00014,C00144
R10837,map00230,C00055,C00380
R10837,map00230,C00055,C01151
R10837,map00230,C00009,C00380
R10837,map00230,C00009,C01151
R01232,map00230,C01261,C00044
R01232,map00230,C01261,C00144
R01232,map00230,C00001,C00044
R01232,map00230,C00001,C00144
R12956,map00230,C00364,C00178
R12956,map00230,C00364,C00672
R12956,map00230,C00001,C00178
R12956,map00230,C00001,C00672
R04559,map00230,C04823,C00122
R04559,map00230,C04823,C04677
R04325,map00230,C00234,C00101
R04325,map00230,C00234,C04376
R04325,map00230,C03838,C00101
R04325,map00230,C03838,C04376
R10908,map00230,C02091,C00037
R10908,map00230,C02091,C00802
R10908,map00230,C00048,C00037
R10908,map00230,C00048,C00802
R04315,map00230,C00677,C03802
R04315,map00230,C00677,C00342
R04315,map00230,C00343,C03802
R04315,map00230,C00343,C00342
R04315,map00230,C00001,C03802
R04315,map00230,C00001,C00342
R08639,map00230,C00103,C00092
R10815,map00230,C02339,C20183
R10815,map00230,C02339,C20863
R10815,map00230,C00001,C20183
R10815,map00230,C00001,C20863
R01769,map00230,C00262,C00385
R01769,map00230,C00262,C00027
R01769,map00230,C00007,C00385
R01769,map00230,C00007,C00027
R01769,map00230,C00001,C00385
R01769,map00230,C00001,C00027
R08240,map00230,C04646,C16618
R08240,map00230,C04646,C00004
R08240,map00230,C04646,C00080
R08240,map00230,C00003,C16618
R08240,map00230,C00003,C00004
R08240,map00230,C00003,C00080
R08240,map00230,C00001,C16618
R08240,map00230,C00001,C00004
R08240,map00230,C00001,C00080
R00157,map00230,C00075,C00015
R00157,map00230,C00075,C00008
R00157,map00230,C00020,C00015
R00157,map00230,C00020,C00008
R00160,map00230,C00016,C00020
R00160,map00230,C00016,C00061
R00160,map00230,C00001,C00020
R00160,map00230,C00001,C00061
R04378,map00230,C04677,C04051
R04378,map00230,C04677,C00119
R04378,map00230,C00013,C04051
R04378,map00230,C00013,C00119
R12786,map00230,C00002,C00008
R12786,map00230,C00002,C00009
R12786,map00230,C00002,C22395
R12786,map00230,C00362,C00008
R12786,map00230,C00362,C00009
R12786,map00230,C00362,C22395
R12786,map00230,C00049,C00008
R12786,map00230,C00049,C00009
R12786,map00230,C00049,C22395
R01126,map00230,C00130,C00294
R01126,map00230,C00130,C00009
R01126,map00230,C00001,C00294
R01126,map00230,C00001,C00009
R04560,map00230,C00234,C00101
R04560,map00230,C00234,C04734
R04560,map00230,C04677,C00101
R04560,map00230,C04677,C04734
R03538,map00230,C02355,C01368
R03538,map00230,C00001,C01368
R01057,map00230,C00620,C00117
R07942,map00230,C16358,C16359
R07942,map00230,C16358,C00027
R07942,map00230,C00001,C16359
R07942,map00230,C00001,C00027
R07942,map00230,C00007,C16359
R07942,map00230,C00007,C00027
R03004,map00230,C00857,C00020
R03004,map00230,C00857,C01185
R03004,map00230,C00001,C00020
R03004,map00230,C00001,C01185
R00510,map00230,C00055,C00380
R00510,map00230,C00055,C00117
R00510,map00230,C00001,C00380
R00510,map00230,C00001,C00117
R00056,map00230,C01910,C02171
R00056,map00230,C00001,C02171
R12852,map00230,C22441,C22442
R12852,map00230,C22441,C00008
R12852,map00230,C00002,C22442
R12852,map00230,C00002,C00008
R02102,map00230,C00365,C00526
R02102,map00230,C00365,C00009
R02102,map00230,C00001,C00526
R02102,map00230,C00001,C00009
R02294,map00230,C03150,C00153
R02294,map00230,C03150,C00620
R02294,map00230,C00009,C00153
R02294,map00230,C00009,C00620
R02323,map00230,C00455,C03150
R02323,map00230,C00455,C00009
R02323,map00230,C00001,C03150
R02323,map00230,C00001,C00009
R00722,map00230,C00002,C00008
R00722,map00230,C00002,C00081
R00722,map00230,C00104,C00008
R00722,map00230,C00104,C00081
R12990,map00230,C22499,C22500
R12990,map00230,C22499,C00027
R12990,map00230,C00001,C22500
R12990,map00230,C00001,C00027
R12990,map00230,C00007,C22500
R12990,map00230,C00007,C00027
R12989,map00230,C00147,C22499
R12989,map00230,C00147,C00027
R12989,map00230,C00001,C22499
R12989,map00230,C00001,C00027
R12989,map00230,C00007,C22499
R12989,map00230,C00007,C00027
R01855,map00230,C00286,C00362
R01855,map00230,C00286,C00013
R01855,map00230,C00001,C00362
R01855,map00230,C00001,C00013
R02103,map00230,C00385,C00366
R02103,map00230,C00385,C00004
R02103,map00230,C00385,C00080
R02103,map00230,C00003,C00366
R02103,map00230,C00003,C00004
R02103,map00230,C00003,C00080
R02103,map00230,C00001,C00366
R02103,map00230,C00001,C00004
R02103,map00230,C00001,C00080
R02088,map00230,C00360,C00559
R02088,map00230,C00360,C00009
R02088,map00230,C00001,C00559
R02088,map00230,C00001,C00009
R02142,map00230,C00655,C00385
R02142,map00230,C00655,C00119
R02142,map00230,C00013,C00385
R02142,map00230,C00013,C00119
R02024,map00230,C00705,C00342
R02024,map00230,C00705,C00112
R02024,map00230,C00343,C00342
R02024,map00230,C00343,C00112
R02024,map00230,C00001,C00342
R02024,map00230,C00001,C00112
R01664,map00230,C00239,C00881
R01664,map00230,C00239,C00009
R01664,map00230,C00001,C00881
R01664,map00230,C00001,C00009
R01080,map00230,C00299,C00106
R01080,map00230,C00299,C00121
R01080,map00230,C00001,C00106
R01080,map00230,C00001,C00121
R07978,map00230,C07480,C16360
R07978,map00230,C07480,C00027
R07978,map00230,C00001,C16360
R07978,map00230,C00001,C00027
R07978,map00230,C00007,C16360
R07978,map00230,C00007,C00027
R00515,map00230,C00063,C00055
R00515,map00230,C00063,C00013
R00515,map00230,C00001,C00055
R00515,map00230,C00001,C00013
R00087,map00230,C00002,C00020
R00087,map00230,C00002,C00013
R00087,map00230,C00001,C00020
R00087,map00230,C00001,C00013
R00131,map00230,C00086,C00011
R00131,map00230,C00086,C00014
R00131,map00230,C00001,C00011
R00131,map00230,C00001,C00014
R00150,map00230,C00002,C00008
R00150,map00230,C00002,C00169
R00150,map00230,C00002,C00001
R00150,map00230,C00014,C00008
R00150,map00230,C00014,C00169
R00150,map00230,C00014,C00001
R00150,map00230,C00288,C00008
R00150,map00230,C00288,C00169
R00150,map00230,C00288,C00001
R00287,map00230,C00029,C00105
R00287,map00230,C00029,C00103
R00287,map00230,C00001,C00105
R00287,map00230,C00001,C00103
R01876,map00230,C00299,C00106
R01876,map00230,C00299,C00620
R01876,map00230,C00009,C00106
R01876,map00230,C00009,C00620
R08237,map00230,C02380,C04646
R08237,map00230,C02380,C00013
R08237,map00230,C00119,C04646
R08237,map00230,C00119,C00013
R00187,map00230,C06197,C00008
R00187,map00230,C06197,C00020
R00187,map00230,C00001,C00008
R00187,map00230,C00001,C00020
R00124,map00230,C00002,C00008
R00124,map00230,C00002,C00002
R00124,map00230,C00008,C00008
R00124,map00230,C00008,C00002
R03929,map00230,C02354,C05822
R03929,map00230,C00001,C05822
