reaction_id,pathway_id,left,right
RXN-10938,Unknown,1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH,CPD-177
RXN-10938,Unknown,1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH,Pi
RXN-10938,Unknown,WATER,CPD-177
RXN-10938,Unknown,WATER,Pi
RXN-12991,RXNQT-4313,CPD-14037,CPDQT-262
RXN-12991,RXNQT-4313,CPD-14037,WATER
RXN-12991,RXNQT-4313,CPD-14037,CARBON-DIOXIDE
RXN-12991,RXNQT-4313,PROTON,CPDQT-262
RXN-12991,RXNQT-4313,PROTON,WATER
RXN-12991,RXNQT-4313,PROTON,CARBON-DIOXIDE
RXN-19953,1.11.1.15-RXN,Reduced-Cys2-Peroxiredoxins,2Cys-Peroxiredoxins-With-HydroxyCys
RXN-19953,1.11.1.15-RXN,Reduced-Cys2-Peroxiredoxins,Alcohols
RXN-19953,1.11.1.15-RXN,Alkyl-Hydro-Peroxides,2Cys-Peroxiredoxins-With-HydroxyCys
RXN-19953,1.11.1.15-RXN,Alkyl-Hydro-Peroxides,Alcohols
RXN-7633,PWY-5049,CPD-6982,CPD-6981
RXN-7633,PWY-5049,CPD-6982,CO-A
RXN-7633,PWY-5049,CAFFEOYL-COA,CPD-6981
RXN-7633,PWY-5049,CAFFEOYL-COA,CO-A
RXN-18200,PWYQT-4450,CPDQT-40,CPD-19487
RXN-18200,PWYQT-4450,CPDQT-40,NADH
RXN-18200,PWYQT-4450,CPDQT-40,PROTON
RXN-18200,PWYQT-4450,NAD,CPD-19487
RXN-18200,PWYQT-4450,NAD,NADH
RXN-18200,PWYQT-4450,NAD,PROTON
RXN-10457,PWY-6220,Jasmonic-Acids,Jasmonoyl-Valines
RXN-10457,PWY-6220,Jasmonic-Acids,AMP
RXN-10457,PWY-6220,Jasmonic-Acids,PPI
RXN-10457,PWY-6220,Jasmonic-Acids,PROTON
RXN-10457,PWY-6220,VAL,Jasmonoyl-Valines
RXN-10457,PWY-6220,VAL,AMP
RXN-10457,PWY-6220,VAL,PPI
RXN-10457,PWY-6220,VAL,PROTON
RXN-10457,PWY-6220,ATP,Jasmonoyl-Valines
RXN-10457,PWY-6220,ATP,AMP
RXN-10457,PWY-6220,ATP,PPI
RXN-10457,PWY-6220,ATP,PROTON
RXN-9963,PWY-6128,FARNESYL-PP,CPD-10708
RXN-9963,PWY-6128,FARNESYL-PP,PPI
RXN-11414,PWY-1187,3-METHYLTHIOPROPANALDOXIME,CPD-12389
RXN-11414,PWY-1187,3-METHYLTHIOPROPANALDOXIME,WATER
RXN-11414,PWY-1187,3-METHYLTHIOPROPANALDOXIME,Ox-NADPH-Hemoprotein-Reductases
RXN-11414,PWY-1187,OXYGEN-MOLECULE,CPD-12389
RXN-11414,PWY-1187,OXYGEN-MOLECULE,WATER
RXN-11414,PWY-1187,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-11414,PWY-1187,Red-NADPH-Hemoprotein-Reductases,CPD-12389
RXN-11414,PWY-1187,Red-NADPH-Hemoprotein-Reductases,WATER
RXN-11414,PWY-1187,Red-NADPH-Hemoprotein-Reductases,Ox-NADPH-Hemoprotein-Reductases
RXN-8215,PWY-5288,CPD-7860,CPD-7849
RXN-8215,PWY-5288,CPD-7860,WATER
RXN-8215,PWY-5288,CPD-7860,Acceptor
RXN-8215,PWY-5288,OXYGEN-MOLECULE,CPD-7849
RXN-8215,PWY-5288,OXYGEN-MOLECULE,WATER
RXN-8215,PWY-5288,OXYGEN-MOLECULE,Acceptor
RXN-8215,PWY-5288,Donor-H2,CPD-7849
RXN-8215,PWY-5288,Donor-H2,WATER
RXN-8215,PWY-5288,Donor-H2,Acceptor
1.2.1.1-RXN,Unknown,FORMALDEHYDE,PROTON
1.2.1.1-RXN,Unknown,FORMALDEHYDE,NADH
1.2.1.1-RXN,Unknown,FORMALDEHYDE,CPD-548
1.2.1.1-RXN,Unknown,FORMALDEHYDE,CPD-548
1.2.1.1-RXN,Unknown,FORMALDEHYDE,NADH
1.2.1.1-RXN,Unknown,FORMALDEHYDE,PROTON
1.2.1.1-RXN,Unknown,GLUTATHIONE,PROTON
1.2.1.1-RXN,Unknown,GLUTATHIONE,NADH
1.2.1.1-RXN,Unknown,GLUTATHIONE,CPD-548
1.2.1.1-RXN,Unknown,GLUTATHIONE,CPD-548
1.2.1.1-RXN,Unknown,GLUTATHIONE,NADH
1.2.1.1-RXN,Unknown,GLUTATHIONE,PROTON
1.2.1.1-RXN,Unknown,NAD,PROTON
1.2.1.1-RXN,Unknown,NAD,NADH
1.2.1.1-RXN,Unknown,NAD,CPD-548
1.2.1.1-RXN,Unknown,NAD,CPD-548
1.2.1.1-RXN,Unknown,NAD,NADH
1.2.1.1-RXN,Unknown,NAD,PROTON
1.2.1.1-RXN,Unknown,NAD,PROTON
1.2.1.1-RXN,Unknown,NAD,NADH
1.2.1.1-RXN,Unknown,NAD,CPD-548
1.2.1.1-RXN,Unknown,NAD,CPD-548
1.2.1.1-RXN,Unknown,NAD,NADH
1.2.1.1-RXN,Unknown,NAD,PROTON
1.2.1.1-RXN,Unknown,GLUTATHIONE,PROTON
1.2.1.1-RXN,Unknown,GLUTATHIONE,NADH
1.2.1.1-RXN,Unknown,GLUTATHIONE,CPD-548
1.2.1.1-RXN,Unknown,GLUTATHIONE,CPD-548
1.2.1.1-RXN,Unknown,GLUTATHIONE,NADH
1.2.1.1-RXN,Unknown,GLUTATHIONE,PROTON
1.2.1.1-RXN,Unknown,FORMALDEHYDE,PROTON
1.2.1.1-RXN,Unknown,FORMALDEHYDE,NADH
1.2.1.1-RXN,Unknown,FORMALDEHYDE,CPD-548
1.2.1.1-RXN,Unknown,FORMALDEHYDE,CPD-548
1.2.1.1-RXN,Unknown,FORMALDEHYDE,NADH
1.2.1.1-RXN,Unknown,FORMALDEHYDE,PROTON
RXN-18725,PWY-7897,CPD-12575,CPD-20011
RXN-18725,PWY-7897,CPD-12575,UDP
RXN-18725,PWY-7897,CPD-12575,PROTON
RXN-18725,PWY-7897,CPD-20010,CPD-20011
RXN-18725,PWY-7897,CPD-20010,UDP
RXN-18725,PWY-7897,CPD-20010,PROTON
RXN-7739,PWY-5098,CHLOROPHYLLIDE-A,CPD-7061
RXN-7739,PWY-5098,CHLOROPHYLLIDE-A,MG+2
RXN-7739,PWY-5098,PROTON,CPD-7061
RXN-7739,PWY-5098,PROTON,MG+2
RXN-8567,PWY-5426,CPD-7650,PROTON
RXN-8567,PWY-5426,CPD-7650,CPD-8757
RXN-8567,PWY-5426,CPD-7650,WATER
RXN-8567,PWY-5426,CPD-8651,PROTON
RXN-8567,PWY-5426,CPD-8651,CPD-8757
RXN-8567,PWY-5426,CPD-8651,WATER
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,GLT,CO-A
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,GLT,ACETYL-GLU
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,GLT,PROTON
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,ACETYL-COA,CO-A
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,ACETYL-COA,ACETYL-GLU
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,ACETYL-COA,PROTON
RXN-13192,Unknown,FLAVANONES,3-5-Dihydroxy-Flavanones
RXN-13192,Unknown,FLAVANONES,WATER
RXN-13192,Unknown,FLAVANONES,Ox-NADPH-Hemoprotein-Reductases
RXN-13192,Unknown,OXYGEN-MOLECULE,3-5-Dihydroxy-Flavanones
RXN-13192,Unknown,OXYGEN-MOLECULE,WATER
RXN-13192,Unknown,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-13192,Unknown,Red-NADPH-Hemoprotein-Reductases,3-5-Dihydroxy-Flavanones
RXN-13192,Unknown,Red-NADPH-Hemoprotein-Reductases,WATER
RXN-13192,Unknown,Red-NADPH-Hemoprotein-Reductases,Ox-NADPH-Hemoprotein-Reductases
RXN-8172,PWY-7861,PROTON,2-KETO-6-AMINO-CAPROATE
RXN-8172,PWY-7861,DELTA1-PIPERIDEINE-2-CARBOXYLATE,2-KETO-6-AMINO-CAPROATE
RXN-8172,PWY-7861,WATER,2-KETO-6-AMINO-CAPROATE
RXN-172,PWY-102,CPD-482,PROTON
RXN-172,PWY-102,CPD-482,CPD-498
RXN-172,PWY-102,CPD-482,SUC
RXN-172,PWY-102,CPD-482,CARBON-DIOXIDE
RXN-172,PWY-102,CPD-482,WATER
RXN-172,PWY-102,2-KETOGLUTARATE,PROTON
RXN-172,PWY-102,2-KETOGLUTARATE,CPD-498
RXN-172,PWY-102,2-KETOGLUTARATE,SUC
RXN-172,PWY-102,2-KETOGLUTARATE,CARBON-DIOXIDE
RXN-172,PWY-102,2-KETOGLUTARATE,WATER
RXN-172,PWY-102,OXYGEN-MOLECULE,PROTON
RXN-172,PWY-102,OXYGEN-MOLECULE,CPD-498
RXN-172,PWY-102,OXYGEN-MOLECULE,SUC
RXN-172,PWY-102,OXYGEN-MOLECULE,CARBON-DIOXIDE
RXN-172,PWY-102,OXYGEN-MOLECULE,WATER
RXN-13600,PWY-7089,CPD-1103,4-HYDROXYBENZALDEHYDE
RXN-13600,PWY-7089,CPD-1103,HCN
RXN-13600,PWY-7089,CPD-1103,Glucopyranose
RXN-13600,PWY-7089,WATER,4-HYDROXYBENZALDEHYDE
RXN-13600,PWY-7089,WATER,HCN
RXN-13600,PWY-7089,WATER,Glucopyranose
RXN-14434,PWY-7256,CPD1F-766,CPD-15005
RXN-14434,PWY-7256,CPD1F-766,4-hydroxybenzoate
RXN-14434,PWY-7256,CPD-15283,CPD-15005
RXN-14434,PWY-7256,CPD-15283,4-hydroxybenzoate
RXN3O-218,PWY-2541,EPISTEROL,CPD-700
RXN3O-218,PWY-2541,EPISTEROL,WATER
RXN3O-218,PWY-2541,EPISTEROL,FERRICYTOCHROME-B5
RXN3O-218,PWY-2541,OXYGEN-MOLECULE,CPD-700
RXN3O-218,PWY-2541,OXYGEN-MOLECULE,WATER
RXN3O-218,PWY-2541,OXYGEN-MOLECULE,FERRICYTOCHROME-B5
RXN3O-218,PWY-2541,FERROCYTOCHROME-B5,CPD-700
RXN3O-218,PWY-2541,FERROCYTOCHROME-B5,WATER
RXN3O-218,PWY-2541,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
RXN3O-218,PWY-2541,PROTON,CPD-700
RXN3O-218,PWY-2541,PROTON,WATER
RXN3O-218,PWY-2541,PROTON,FERRICYTOCHROME-B5
RXN-3167,PWY-1921,5-O-INDOL-3-YLACETYL-MYO-ETCETERA,CPD-165
RXN-3167,PWY-1921,5-O-INDOL-3-YLACETYL-MYO-ETCETERA,D-galactopyranose
RXN-3167,PWY-1921,WATER,CPD-165
RXN-3167,PWY-1921,WATER,D-galactopyranose
SINAPINE-ESTERASE-RXN,PWY-3301,WATER,PROTON
SINAPINE-ESTERASE-RXN,PWY-3301,WATER,CHOLINE
SINAPINE-ESTERASE-RXN,PWY-3301,WATER,SINAPATE
SINAPINE-ESTERASE-RXN,PWY-3301,O-SINAPOYLCHOLINE,PROTON
SINAPINE-ESTERASE-RXN,PWY-3301,O-SINAPOYLCHOLINE,CHOLINE
SINAPINE-ESTERASE-RXN,PWY-3301,O-SINAPOYLCHOLINE,SINAPATE
RXN-19973,PWY-5292,CPD-21549,CPD-21545
RXN-19973,PWY-5292,CPD-21549,ACET
RXN-19973,PWY-5292,CPD-21549,PROTON
RXN-8340,PWY-6823,S-ADENOSYLMETHIONINE,CPD-19179
RXN-8340,PWY-6823,S-ADENOSYLMETHIONINE,MET
RXN-8340,PWY-6823,S-ADENOSYLMETHIONINE,CH33ADO
RXN-8340,PWY-6823,S-ADENOSYLMETHIONINE,Acceptor
RXN-8340,PWY-6823,S-ADENOSYLMETHIONINE,PROTON
RXN-8340,PWY-6823,GTP,CPD-19179
RXN-8340,PWY-6823,GTP,MET
RXN-8340,PWY-6823,GTP,CH33ADO
RXN-8340,PWY-6823,GTP,Acceptor
RXN-8340,PWY-6823,GTP,PROTON
RXN-8340,PWY-6823,Donor-H2,CPD-19179
RXN-8340,PWY-6823,Donor-H2,MET
RXN-8340,PWY-6823,Donor-H2,CH33ADO
RXN-8340,PWY-6823,Donor-H2,Acceptor
RXN-8340,PWY-6823,Donor-H2,PROTON
RXN-8511,PWY-5412,CPD-4750,CPD-8695
RXN-8511,PWY-5412,CPD-4750,PPI
RXN-14501,Unknown,CPD-15373,CPD-12601
RXN66-310,PWY66-341,44-DIMETHYL-824-CHOLESTADIENOL,CPD-4575
RXN66-310,PWY66-341,44-DIMETHYL-824-CHOLESTADIENOL,FERRICYTOCHROME-B5
RXN66-310,PWY66-341,44-DIMETHYL-824-CHOLESTADIENOL,WATER
RXN66-310,PWY66-341,FERROCYTOCHROME-B5,CPD-4575
RXN66-310,PWY66-341,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
RXN66-310,PWY66-341,FERROCYTOCHROME-B5,WATER
RXN66-310,PWY66-341,OXYGEN-MOLECULE,CPD-4575
RXN66-310,PWY66-341,OXYGEN-MOLECULE,FERRICYTOCHROME-B5
RXN66-310,PWY66-341,OXYGEN-MOLECULE,WATER
RXN66-310,PWY66-341,PROTON,CPD-4575
RXN66-310,PWY66-341,PROTON,FERRICYTOCHROME-B5
RXN66-310,PWY66-341,PROTON,WATER
RXN-11686,PWY-7897,CPD-15088,VITEXIN
RXN-11686,PWY-7897,CPD-15088,WATER
RXN-13549,PWY-5808,CPD-7105,CPD-14533
RXN-13549,PWY-5808,CPD-7105,PPI
RXN-13549,PWY-5808,GERANYL-PP,CPD-14533
RXN-13549,PWY-5808,GERANYL-PP,PPI
RXN-13549,PWY-5808,CPD-4211,CPD-14533
RXN-13549,PWY-5808,CPD-4211,PPI
RXN-13549,PWY-5808,PROTON,CPD-14533
RXN-13549,PWY-5808,PROTON,PPI
RXN-18669,PWY-6801,ACETYL-COA,CPD-18998
RXN-18669,PWY-6801,ACETYL-COA,CO-A
RXN-18669,PWY-6801,PROPANOL,CPD-18998
RXN-18669,PWY-6801,PROPANOL,CO-A
RXN-4541,PWY-2781,CPD-4442,D-Ribofuranose
RXN-4541,PWY-2781,CPD-4442,CPD-4441
RXN-4541,PWY-2781,WATER,D-Ribofuranose
RXN-4541,PWY-2781,WATER,CPD-4441
2TRANSKETO-RXN,NONOXIPENT-PWY,ERYTHROSE-4P,FRUCTOSE-6P
2TRANSKETO-RXN,NONOXIPENT-PWY,ERYTHROSE-4P,GAP
2TRANSKETO-RXN,NONOXIPENT-PWY,XYLULOSE-5-PHOSPHATE,FRUCTOSE-6P
2TRANSKETO-RXN,NONOXIPENT-PWY,XYLULOSE-5-PHOSPHATE,GAP
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6163,DEHYDROQUINATE,WATER
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6163,DEHYDROQUINATE,3-DEHYDRO-SHIKIMATE
CDPDIGLYSYN-RXN,PWY0-1319,CTP,CDPDIACYLGLYCEROL
CDPDIGLYSYN-RXN,PWY0-1319,CTP,PPI
CDPDIGLYSYN-RXN,PWY0-1319,L-PHOSPHATIDATE,CDPDIACYLGLYCEROL
CDPDIGLYSYN-RXN,PWY0-1319,L-PHOSPHATIDATE,PPI
CDPDIGLYSYN-RXN,PWY0-1319,PROTON,CDPDIACYLGLYCEROL
CDPDIGLYSYN-RXN,PWY0-1319,PROTON,PPI
RXN-13828,PWY-7507,ALLOCRYPTOPINE,CPD-14846
RXN-13828,PWY-7507,ALLOCRYPTOPINE,Ox-NADPH-Hemoprotein-Reductases
RXN-13828,PWY-7507,ALLOCRYPTOPINE,WATER
RXN-13828,PWY-7507,Red-NADPH-Hemoprotein-Reductases,CPD-14846
RXN-13828,PWY-7507,Red-NADPH-Hemoprotein-Reductases,Ox-NADPH-Hemoprotein-Reductases
RXN-13828,PWY-7507,Red-NADPH-Hemoprotein-Reductases,WATER
RXN-13828,PWY-7507,OXYGEN-MOLECULE,CPD-14846
RXN-13828,PWY-7507,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-13828,PWY-7507,OXYGEN-MOLECULE,WATER
RXN1F-462,PWY-5321,CPD-520,UDP
RXN1F-462,PWY-5321,CPD-520,CPD1F-437
RXN1F-462,PWY-5321,CPD-520,PROTON
RXN1F-462,PWY-5321,CPD-12575,UDP
RXN1F-462,PWY-5321,CPD-12575,CPD1F-437
RXN1F-462,PWY-5321,CPD-12575,PROTON
RXN-15531,PWY-7497,CPD-9410,CPD-16766
RXN-15531,PWY-7497,CPD-9410,Ox-NADPH-Hemoprotein-Reductases
RXN-15531,PWY-7497,CPD-9410,WATER
RXN-15531,PWY-7497,Red-NADPH-Hemoprotein-Reductases,CPD-16766
RXN-15531,PWY-7497,Red-NADPH-Hemoprotein-Reductases,Ox-NADPH-Hemoprotein-Reductases
RXN-15531,PWY-7497,Red-NADPH-Hemoprotein-Reductases,WATER
RXN-15531,PWY-7497,OXYGEN-MOLECULE,CPD-16766
RXN-15531,PWY-7497,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-15531,PWY-7497,OXYGEN-MOLECULE,WATER
RXN-9290,PWY-7477,CPD-9905,CPD-7092
RXN-9290,PWY-7477,CPD-9905,NADH-P-OR-NOP
RXN-9290,PWY-7477,CPD-9905,PROTON
RXN-9290,PWY-7477,NAD-P-OR-NOP,CPD-7092
RXN-9290,PWY-7477,NAD-P-OR-NOP,NADH-P-OR-NOP
RXN-9290,PWY-7477,NAD-P-OR-NOP,PROTON
RXN-9367,PWY-5290,CPD-7857,CPD-9977
RXN-9367,PWY-5290,CPD-7857,NADPH
RXN-9367,PWY-5290,CPD-7857,PROTON
RXN-9367,PWY-5290,NADP,CPD-9977
RXN-9367,PWY-5290,NADP,NADPH
RXN-9367,PWY-5290,NADP,PROTON
RXN-8517,PWY-5412,CPD-8705,CPD-8706
RXN-8517,PWY-5412,CPD-8705,Ox-NADPH-Hemoprotein-Reductases
RXN-8517,PWY-5412,CPD-8705,WATER
RXN-8517,PWY-5412,Red-NADPH-Hemoprotein-Reductases,CPD-8706
RXN-8517,PWY-5412,Red-NADPH-Hemoprotein-Reductases,Ox-NADPH-Hemoprotein-Reductases
RXN-8517,PWY-5412,Red-NADPH-Hemoprotein-Reductases,WATER
RXN-8517,PWY-5412,OXYGEN-MOLECULE,CPD-8706
RXN-8517,PWY-5412,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-8517,PWY-5412,OXYGEN-MOLECULE,WATER
RXN-12591,Unknown,CPD-8910,CPD-13455
RXN-11549,PWY-6553,CPD-12480,CPD-12505
RXN-11549,PWY-6553,CPD-12480,Demethylated-methyl-acceptors
RXN-11549,PWY-6553,Methylated-methyl-acceptors,CPD-12505
RXN-11549,PWY-6553,Methylated-methyl-acceptors,Demethylated-methyl-acceptors
PEROXID-RXN,Unknown,Phenolic-Donors,Phenoxyl-rad-of-phenolic-donors
PEROXID-RXN,Unknown,Phenolic-Donors,WATER
PEROXID-RXN,Unknown,HYDROGEN-PEROXIDE,Phenoxyl-rad-of-phenolic-donors
PEROXID-RXN,Unknown,HYDROGEN-PEROXIDE,WATER
RXN0-6274,PWY-2781,CPD-4211,6-Dimethylallyladenosine37-tRNAs
RXN0-6274,PWY-2781,CPD-4211,PPI
RXN0-6274,PWY-2781,tRNA-Adenosines-37,6-Dimethylallyladenosine37-tRNAs
RXN0-6274,PWY-2781,tRNA-Adenosines-37,PPI
RXN-15513,PWY-5484,2-PG,G3P
RXN-5021,PWY-6010,CPD-12575,UDP
RXN-5021,PWY-6010,CPD-12575,APIGENIN-7-O-BETA-D-GLUCOSIDE
RXN-5021,PWY-6010,CPD-431,UDP
RXN-5021,PWY-6010,CPD-431,APIGENIN-7-O-BETA-D-GLUCOSIDE
4.2.3.20-RXN,PWY-7443,GERANYL-PP,CPD-8785
4.2.3.20-RXN,PWY-7443,GERANYL-PP,CPD-8785
4.2.3.20-RXN,PWY-7443,GERANYL-PP,PPI
RXN-7781,PWY-4502,CPD-3141,CPD-6721
RXN-7781,PWY-4502,CPD-3141,PPI
RXN-7781,PWY-4502,CPD-4211,CPD-6721
RXN-7781,PWY-4502,CPD-4211,PPI
TRANS-RXN-231,PWY-7061,GLN,GLN
TREHALOSE6PSYN-RXN,TRESYN-PWY,CPD-12575,PROTON
TREHALOSE6PSYN-RXN,TRESYN-PWY,CPD-12575,UDP
TREHALOSE6PSYN-RXN,TRESYN-PWY,CPD-12575,TREHALOSE-6P
TREHALOSE6PSYN-RXN,TRESYN-PWY,D-glucopyranose-6-phosphate,PROTON
TREHALOSE6PSYN-RXN,TRESYN-PWY,D-glucopyranose-6-phosphate,UDP
TREHALOSE6PSYN-RXN,TRESYN-PWY,D-glucopyranose-6-phosphate,TREHALOSE-6P
RXN-2602,PWY-361,CONIFERYL-ALCOHOL,CONIFERYL-ALDEHYDE
RXN-2602,PWY-361,CONIFERYL-ALCOHOL,NADPH
RXN-2602,PWY-361,CONIFERYL-ALCOHOL,PROTON
RXN-2602,PWY-361,NADP,CONIFERYL-ALDEHYDE
RXN-2602,PWY-361,NADP,NADPH
RXN-2602,PWY-361,NADP,PROTON
RXN-10919,Unknown,SINAPATE,SINAPOYL-COA
RXN-10919,Unknown,SINAPATE,AMP
RXN-10919,Unknown,SINAPATE,PPI
RXN-10919,Unknown,CO-A,SINAPOYL-COA
RXN-10919,Unknown,CO-A,AMP
RXN-10919,Unknown,CO-A,PPI
RXN-10919,Unknown,ATP,SINAPOYL-COA
RXN-10919,Unknown,ATP,AMP
RXN-10919,Unknown,ATP,PPI
RXN-15641,1.5.1.31-RXN,CPD-16870,R-CANADINE
RXN-15641,1.5.1.31-RXN,CPD-16870,NADP
RXN-15641,1.5.1.31-RXN,NADPH,R-CANADINE
RXN-15641,1.5.1.31-RXN,NADPH,NADP
RXN-15641,1.5.1.31-RXN,PROTON,R-CANADINE
RXN-15641,1.5.1.31-RXN,PROTON,NADP
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,OLEOYL-COA
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,WATER
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,OLEOYL-COA
1.14.19.1-RXN,Unknown,FERROCYTOCHROME-B5,WATER
1.14.19.1-RXN,Unknown,STEAROYL-COA,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,STEAROYL-COA,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,STEAROYL-COA,OLEOYL-COA
1.14.19.1-RXN,Unknown,STEAROYL-COA,WATER
1.14.19.1-RXN,Unknown,OXYGEN-MOLECULE,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,OXYGEN-MOLECULE,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,OXYGEN-MOLECULE,OLEOYL-COA
1.14.19.1-RXN,Unknown,OXYGEN-MOLECULE,WATER
1.14.19.1-RXN,Unknown,PROTON,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,PROTON,FERRICYTOCHROME-B5
1.14.19.1-RXN,Unknown,PROTON,OLEOYL-COA
1.14.19.1-RXN,Unknown,PROTON,WATER
RXN-19978,PWY-5292,CPD-21550,CPD-21551
RXN-19978,PWY-5292,CPD-21550,NADPH
RXN-19978,PWY-5292,CPD-21550,PROTON
RXN-19978,PWY-5292,NADP,CPD-21551
RXN-19978,PWY-5292,NADP,NADPH
RXN-19978,PWY-5292,NADP,PROTON
RXN-9167,PWY-5826,2-OXOBUTANOATE,CPD-9727
RXN-15282,PWY-6585,3-oxo-palmitoyl-ACPs,CPD-16497
RXN-15282,PWY-6585,3-oxo-palmitoyl-ACPs,ACP
RXN-15282,PWY-6585,3-oxo-palmitoyl-ACPs,PROTON
RXN-15282,PWY-6585,WATER,CPD-16497
RXN-15282,PWY-6585,WATER,ACP
RXN-15282,PWY-6585,WATER,PROTON
TRANS-RXNIO2-3,PWYIO2-3,HCO3,HCO3
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,NADP,PROTON
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,NADP,NADPH
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,NADP,OXALACETIC_ACID
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,MAL,PROTON
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,MAL,NADPH
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-241,MAL,OXALACETIC_ACID
RXN-8253,PWY-7341,UNKNOWN,TROPINONE
RXN-20435,PWY18C3-1,CPD-22130,CPD-22132
RXN-20435,PWY18C3-1,CPD-22130,NADPH
RXN-20435,PWY18C3-1,CPD-22130,PROTON
RXN-20435,PWY18C3-1,NADP,CPD-22132
RXN-20435,PWY18C3-1,NADP,NADPH
RXN-20435,PWY18C3-1,NADP,PROTON
RXN-9275,PWY-5287,PROTON,CPD-9893
RXN-9275,PWY-5287,PROTON,HYDROGEN-PEROXIDE
RXN-9275,PWY-5287,DIHYDROCHELIRUBINE,CPD-9893
RXN-9275,PWY-5287,DIHYDROCHELIRUBINE,HYDROGEN-PEROXIDE
RXN-9275,PWY-5287,OXYGEN-MOLECULE,CPD-9893
RXN-9275,PWY-5287,OXYGEN-MOLECULE,HYDROGEN-PEROXIDE
RXN-8232,PWY-5307,CPD-7966,CPD-7963
RXN-8232,PWY-5307,CPD-7966,CO-A
RXN-8232,PWY-5307,CAFFEOYL-COA,CPD-7963
RXN-8232,PWY-5307,CAFFEOYL-COA,CO-A
RXN18C3-40,PWY18C3-11,CPD-19054,CPD-19058
RXN18C3-40,PWY18C3-11,CPD-19054,CO-A
RXN18C3-40,PWY18C3-11,ACETYL-COA,CPD-19058
RXN18C3-40,PWY18C3-11,ACETYL-COA,CO-A
RXN-8225,PWY-5301,16-EPIVELLOSIMINE,VELLOSIMINE
RXN-16020,PWY-6958,CPD-17262,CPD-17263
RXN-16020,PWY-6958,CPD-17262,NAD-P-OR-NOP
RXN-16020,PWY-6958,NADH-P-OR-NOP,CPD-17263
RXN-16020,PWY-6958,NADH-P-OR-NOP,NAD-P-OR-NOP
RXN-16020,PWY-6958,PROTON,CPD-17263
RXN-16020,PWY-6958,PROTON,NAD-P-OR-NOP
NAD-KIN-RXN,PWY-5083,NAD,PROTON
NAD-KIN-RXN,PWY-5083,NAD,NADP
NAD-KIN-RXN,PWY-5083,NAD,ADP
NAD-KIN-RXN,PWY-5083,ATP,PROTON
NAD-KIN-RXN,PWY-5083,ATP,NADP
NAD-KIN-RXN,PWY-5083,ATP,ADP
RXN-4225,PWY-2582,CPD-707,CPD-3943
RXN-4225,PWY-2582,CPD-707,WATER
RXN-4225,PWY-2582,CPD-707,Ox-NADPH-Hemoprotein-Reductases
RXN-4225,PWY-2582,OXYGEN-MOLECULE,CPD-3943
RXN-4225,PWY-2582,OXYGEN-MOLECULE,WATER
RXN-4225,PWY-2582,OXYGEN-MOLECULE,Ox-NADPH-Hemoprotein-Reductases
RXN-4225,PWY-2582,Red-NADPH-Hemoprotein-Reductases,CPD-3943
RXN-4225,PWY-2582,Red-NADPH-Hemoprotein-Reductases,WATER
